nom sede IPS,nit IPS ,naturaleza,num digito_verificion,num nivel atencion,nom grupo capacidad ,nom descripcion capacidad ,num cantidad capacidad instalada
UNIDAD DE SALUD MENTAL,891201845,Pública,2,2,CAMAS,Psiquiatría,60
CLINICA METROPOLITANA CMO IPS S.A.S,808000252,Privada,0,,CAMAS,Adultos,60
CLINICA ESENSA,900550254,Privada,8,,CAMAS,Adultos,60
CLINICA ESIMED SANTA BIBIANA,800215908,Privada,8,,CAMAS,Adultos,59
CLINICA DE NUESTRA SEÑORA DE LA PAZ,860015905,Privada,6,,CAMAS,Cuidado Intermedio Mental,59
FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,860035992,Privada,2,,CAMAS,Pediátrica,59
E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,800204153,Pública,7,2,CAMAS,Adultos,59
CLINICA DE TRAUMAS Y FRACTURAS ULISES HERRERA SANCHEZ ESPECIALISTA ASOCIADOS,812005130,Privada,8,,CAMAS,Adultos,59
CLINICA SAN FRANCISCO S.A.,800191916,Privada,1,,CAMAS,Adultos,59
CLINICA ESIMED MATERNO INFANTIL,800215908,Privada,8,,CAMAS,Obstetricia,58
EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,891855438,Pública,4,2,CAMAS,Adultos,58
SEDE HOSPITAL INFANTIL UNIVERSITARIO,890801201,Privada,0,,CAMAS,Pediátrica,58
CLINCA SANTA ISABEL L.D.,900008328,Privada,1,,CAMAS,Adultos,58
CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,6,,CAMAS,Adultos,58
Clinica Palma Real,900699086,Privada,8,,CAMAS,Adultos,58
CAJA DE COMPENSACION FAMILIAR DE CALDAS CONFA SALUD SEDE CLINICA SAN MARCEL,890806490,Privada,5,,CAMAS,Adultos,57
MEDIFACA IPS S.A.S,900529056,Privada,9,,CAMAS,Adultos,57
CLINICA ESIMED SANTA MARTA,800215908,Privada,8,,CAMAS,Adultos,57
CLÍNICA VIDA SEDE HOSPITALARIA,800241602,Privada,1,,CAMAS,Adultos,56
CLINICA PALMIRA S.A.,891300047,Privada,6,,CAMAS,Adultos,56
FUNDACION ABOOD SHAIO,860006656,Privada,9,,CAMAS,Cuidado Intensivo Adulto,55
ESE HOSPITAL SAN FELIX,810000913,Pública,8,2,CAMAS,Adultos,55
HOSPITAL CARDIOVASCULAR DEL NIÑO DE CUNDINAMARCA,800210375,Privada,1,,CAMAS,Cuidado Intermedio Adulto,55
E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,891180134,Pública,2,2,CAMAS,Adultos,55
HOSPITAL SAN ANDRES TUMACO ESE,800179870,Pública,2,2,CAMAS,Adultos,55
CLINICA VASCULAR NAVARRA S.A. / CLINICA NAVARRA,800247537,Privada,6,,CAMAS,Adultos,54
CLINICA CARTAGENA DEL MAR S.A.S,806008439,Privada,1,,CAMAS,Adultos,54
IPS NUEVO SER S.A.S,900845213,Privada,3,,CAMAS,Psiquiatría,54
HOSPITAL ROSARIO PUMAREJO DE LOPEZ,892399994,Pública,5,2,CAMAS,Pediátrica,54
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,899999151,Pública,3,2,CAMAS,Adultos,54
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,890202024,Pública,3,2,CAMAS,Adultos,54
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,890981726,Pública,6,2,CAMAS,Adultos,53
INSTITUTO COLOMBIANO DEL SISTEMA NERVIOSO - CLINICA MONTSERRAT,860007400,Privada,5,,CAMAS,Psiquiatría,53
Unidad de Servicios de Salud Occidente de Kennedy,900959048,Pública,4,3,CAMAS,Obstetricia,53
"PROMOTORA BOCAGRANDE S.A ""PROBOCA S.A""",900279660,Privada,4,,CAMAS,Adultos,53
ASOCIACION NIÑOS DE PAPEL,800099778,Privada,9,,CAMAS,Farmacodependencia,53
CLINICA CENTRAL O.H.L. LTDA,900082202,Privada,7,,CAMAS,Adultos,53
CLINICA MATERNO INFANTIL SAN LUIS SA,890208758,Privada,8,,CAMAS,Obstetricia,53
HOSPITAL INTERNACIONAL DE COLOMBIA,900341526,Privada,1,,CAMAS,Pediátrica,53
HOSPITAL INTERNACIONAL DE COLOMBIA,900341526,Privada,1,,CAMAS,Cuidado Intensivo Adulto,53
IPS UNIVERSITARIA APARTADÓ,811016192,Mixta,8,,CAMAS,Adultos,52
CLINICA EL ROSARIO SEDE EL TESORO,890905843,Privada,6,,CAMAS,Adultos,52
FUNDACION HOSPITAL SAN CARLOS,860007373,Privada,4,,CAMAS,Cuidado Intermedio Adulto,52
HOSPITAL UNIVERSITARIO MAYOR-MEDERI,900210981,Privada,6,,CAMAS,Obstetricia,52
CLINICA SAN FRANCISCO DE ASIS S.A.S,900613550,Privada,5,,CAMAS,Adultos,52
CLINICA EL LAGUITO S.A,891856161,Privada,4,,CAMAS,Adultos,52
CLINICA REGIONAL DE ESPECIALISTAS SINAIS VITAIS SAS,900498069,Privada,1,,CAMAS,Adultos,52
FUNDACION POLICLINICA CIENAGA,800201726,Privada,3,,CAMAS,Adultos,52
CLINICA NUESTRA SEÑORA DE FATIMA,891200032,Privada,7,,CAMAS,Adultos,52
SALUS GLOBAL PARTNERS SAI,900268120,Privada,1,,CAMAS,Adultos,52
CLINICA COMPOSTELA,800189908,Privada,6,,CAMAS,Adultos,52
HOSPITAL RAUL OREJUELA BUENO E.S.E - SEDE SAN VICENTE,815000316,Pública,9,1,CAMAS,Adultos,52
"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,1,,CAMAS,Adultos,51
ESE HOSPITAL SAN MARCOS,890802036,Pública,6,2,CAMAS,Adultos,51
CLINICA SAN JUAN BAUTISTA S.A.S.,900272582,Privada,6,,CAMAS,Adultos,51
CLINICA CHICAMOCHA SA,890209698,Privada,9,,CAMAS,Adultos,51
cambia tu vida ips sas,900435080,Privada,1,,CAMAS,Farmacodependencia,50
"HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",890904646,Pública,7,3,CAMAS,Pediátrica,50
VILLA76 INSTITUTO DE PSICOTERAPIA S.A.S.,800006690,Privada,1,,CAMAS,Psiquiatría,50
CORPORACIÓN HOGARES CREA DE COLOMBIA,890113331,Privada,8,,CAMAS,Psiquiatría,50
CENTRO TERAPEUTICO RE-ENCONTRARSE S.A.S,900438572,Privada,7,,CAMAS,Farmacodependencia,50
FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,860035992,Privada,2,,CAMAS,Cuidado Intensivo Adulto,50
CLINICA LAING,830053316,Privada,0,,CAMAS,Psiquiatría,50
UNIDAD DE SERVICIOS DE SALUD SAN BLAS,900959051,Pública,7,3,CAMAS,Pediátrica,50
UNIDAD DE SERVICIOS DE SALUD CRONICOS,900959051,Pública,7,3,CAMAS,Institución Paciente Crónico,50
CLINICA MONTERIA S.A.,891001122,Privada,8,,CAMAS,Adultos,50
FUNDACION LA MANO DE DIOS,900004312,Privada,6,,CAMAS,Psiquiatría,50
FUNDACION LA MANO DE DIOS,900004312,Privada,6,,CAMAS,Cuidado Agudo Mental,50
UNIDAD DE CUIDADOS INTENSIVOS RENACER,825003080,Privada,6,,CAMAS,Adultos,50
FUNDACION FARO SEDE SAN RAFAEL,800034694,Privada,1,,CAMAS,Farmacodependencia,50
Clinica Maraya sede 2,801000713,Privada,9,,CAMAS,Adultos,50
CLINICA PEDIATRICA NIÑO JESUS LIMITADA,900164946,Privada,0,,CAMAS,Pediátrica,50
REMY IPS - CALI LA LUISA,900589178,Privada,5,,CAMAS,Salud Mental,50
UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,800058016,Pública,1,2,CAMAS,Adultos,49
HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,900210981,Privada,6,,CAMAS,Adultos,49
EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,900196347,Pública,6,2,CAMAS,Pediátrica,49
ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA UNIDAD FUNCIONAL ZIPAQUIRA,899999032,Pública,5,2,CAMAS,Adultos,49
SALUDCOOP CLINICA LOS ANDES S.A.,814003898,Privada,3,,CAMAS,Adultos,49
CLINICA SAN JOSE DE CUCUTA SA,800012189,Privada,7,,CAMAS,Cuidado Intensivo Adulto,49
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MONICA,891411663,Pública,1,2,CAMAS,Adultos,49
CLINICA COMFANDI TEQUENDAMA,890303208,Privada,5,,CAMAS,Adultos,49
E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,890303461,Pública,2,3,CAMAS,Pediátrica,49
E.S.E. HOSPITAL SAN RAFAEL DE ITAGUÍ,890980066,Pública,9,2,CAMAS,Adultos,48
HOSPITAL UNIVERSITARIO C.A.R.I. E.S.E SEDE SALUD MENTAL,800253167,Pública,9,3,CAMAS,Cuidado Agudo Mental,48
Hospital Universidad del Norte,890112801,Privada,3,,CAMAS,Adultos,48
CLINICA COLSUBSIDIO CALLE 100,860007336,Privada,1,,CAMAS,Adultos,48
CLINICA JUAN N CORPAS LTDA,830113849,Privada,2,,CAMAS,Adultos,48
UNIDAD DE SERVICIOS DE SALUD AMBULATORIA TUNJUELITO,900958564,Pública,9,3,CAMAS,Adultos,48
Unidad de Servicios de Salud Fontibón,900959048,Pública,4,3,CAMAS,Adultos,48
CLINICA PSIQUIATRICA SAN JUAN DE DIOS,890801495,Privada,9,,CAMAS,Cuidado Intermedio Mental,48
ESE HOSPITAL PSIQUIÁTRICO SAN CAMILO,890200500,Pública,9,2,CAMAS,Farmacodependencia,48
COMUNIDAD TERAPEUTICA MAREA,800099778,Privada,9,,CAMAS,Farmacodependencia,48
CLINICA SANTA SOFIA DEL PACIFICO LTDA,900228989,Privada,3,,CAMAS,Adultos,48
IPS CLINICA DEL CARIBE,890100275,Privada,7,,CAMAS,Adultos,47
IPS AMERICAS SAS,900413988,Privada,9,,CAMAS,Psiquiatría,47
Clinica Especializada en Adicciones Luis Amigo Ferrer SAS,900671201,Privada,7,,CAMAS,Farmacodependencia,47
CLINICA ARENAS VALLEDUPAR SAS,900907330,Privada,4,,CAMAS,Adultos,47
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,891080015,Pública,5,2,CAMAS,Adultos,47
ESE HOSPITAL SAN JERONIMO DE MONTERIA,891079999,Pública,5,2,CAMAS,Pediátrica,47
CLINICA ESIMED BUCARAMANGA,800215908,Privada,8,,CAMAS,Adultos,47
ESE Hospital Marco Fidel Suárez Sede 02 Niquía,890985703,Pública,5,2,CAMAS,Pediátrica,46
CLINICA GENERAL SAN DIEGO,900600256,Privada,8,,CAMAS,Adultos,46
UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,900959051,Pública,7,3,CAMAS,Psiquiatría,46
CLINICA LA ESPERANZA MONTERIA,900005955,Privada,6,,CAMAS,Adultos,46
FUNDACION CARDIOVASCULAR DE COLOMBIA - INSTITUTO CARDIOVASCULAR,890212568,Privada,0,,CAMAS,Adultos,46
ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,800191643,Pública,6,2,CAMAS,Adultos,46
FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,890900518,Privada,4,,CAMAS,Cuidado Intensivo Adulto,45
IPS CREER Y CRECER S.A.S,900491808,Privada,4,,CAMAS,Psiquiatría,45
HOSPITAL UNIVERSITARIO MAYOR-MEDERI,900210981,Privada,6,,CAMAS,Cuidado Intermedio Adulto,45
HOSPITAL SUSANA LOPEZ DE VALENCIA,891501676,Pública,1,2,CAMAS,Adultos,45
Nueva Empresa Social del Estado Hospital Departamental San Francisco de Asis,901108114,Pública,5,2,CAMAS,Adultos,45
ESE HOSPITAL SAN JUAN DE SAHAGUN,812003851,Pública,0,2,CAMAS,Adultos,45
SOCIEDAD CLINICA EMCOSALUD S.A.,813005431,Privada,3,,CAMAS,Adultos,45
SOCIEDAD MEDICA CLINICA MAICAO LTDA,839000356,Privada,0,,CAMAS,Adultos,45
LA CONFRATERNIDAD LTDA,822005312,Privada,8,,CAMAS,Psiquiatría,45
HOSPITAl UNIVERSITARIO DE SINCELEJO E.S.E,892280033,Pública,1,2,CAMAS,Pediátrica,45
HOSPITAL DISTRITAL LUIS ABLANQUE DE LA PLATA,835000972,Pública,3,1,CAMAS,Adultos,45
CENTRO MEDICO IMBANACO DE CALI SEDE 16,890307200,Privada,5,,CAMAS,Pediátrica,45
IPS UNIVERSITARIA SEDE CLINICA LEON XIII,811016192,Mixta,8,,CAMAS,Cuidado Intermedio Adulto,44
ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,890102768,Privada,5,,CAMAS,Cuidado Intensivo Adulto,44
CLINICA DE NUESTRA SEÑORA DE LA PAZ,860015905,Privada,6,,CAMAS,Farmacodependencia,44
HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,1,,CAMAS,Pediátrica,44
UNIDAD DE SERVICIOS DE SALUD MEISSEN,900958564,Pública,9,3,CAMAS,Pediátrica,44
HOSPITAL CARDIOVASCULAR DEL NIÑO DE CUNDINAMARCA,800210375,Privada,1,,CAMAS,Cuidado Intensivo Adulto,44
IPS SALUD MENTAL MONTE SINAI,900772776,Privada,3,,CAMAS,Psiquiatría,44
E.S.E. HOSPITAL CIVIL DE IPIALES,800084362,Pública,3,2,CAMAS,Adultos,44
E.S.E. HOSPITAL MENTAL RUDESINDO SOTO,890500810,Pública,4,2,CAMAS,Cuidado Intermedio Mental,44
CLINICA ESIMED LA SALLE,800215908,Privada,8,,CAMAS,Adultos,44
CLINICA COLOMBIA ES,900242742,Privada,1,,CAMAS,Cuidado Intensivo Adulto,44
Promotora Clinica Zona Franca de Uraba,900390423,Privada,9,,CAMAS,Adultos,43
ASOCIACION CLINICA BAUTISTA,890100271,Privada,8,,CAMAS,Adultos,43
GESTION SALUD-SAN FERNANDO,806015201,Privada,3,,CAMAS,Adultos,43
Nueva Empresa Social del Estado Hospital Departamental San Francisco de Asis,901108114,Pública,5,2,CAMAS,Obstetricia,43
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE DEL GUAVIARE,832001966,Pública,2,2,CAMAS,Adultos,43
INSTITUTO DEL SISTEMA NERVIOSO DEL ORIENTE,800012323,Privada,8,,CAMAS,Psiquiatría,43
HOSPITAL FEDERICO LLERAS ACOSTA E.S.E.,890706833,Pública,9,3,CAMAS,Cuidado Intensivo Adulto,43
HOSPITAL DE SAN JUAN DE DIOS SEDE CARTAGO,890303841,Privada,8,,CAMAS,Adultos,43
CLINICA ESIMED SANTA ROSA DE LIMA,800215908,Privada,8,,CAMAS,Adultos,42
CLINICA JUAN N CORPAS LTDA,830113849,Privada,2,,CAMAS,Pediátrica,42
HOSPITAL MILITAR CENTRAL,830040256,Pública,0,3,CAMAS,Pediátrica,42
EMPRESA SOCIAL DEL ESTADO CENTRO DE REHABILITACION INTEGRAL DE BOYACA,891800982,Pública,3,2,CAMAS,Cuidado Agudo Mental,42
IPS ESIMED TUNJA,800215908,Privada,8,,CAMAS,Adultos,42
CENTRO CARDIO INFANTIL I.P.S,900090247,Privada,1,,CAMAS,Pediátrica,42
HOSPITAL UNIVERSITARIO FERNANDO TROCONIS,891780185,Pública,2,3,CAMAS,Pediátrica,42
MEGACENTRO DE ALTA COMPLEJIDAD SAN RAFAEL,900342064,Privada,3,,CAMAS,Adultos,42
CLINICA PIEDECUESTA S.A.,800090749,Privada,4,,CAMAS,Adultos,42
HOSPITAL REGIONAL MANUELA BELTRAN SOCORRO,900190045,Pública,1,3,CAMAS,Adultos,42
CICLO VITAL COLOMBIA LIMITADA,900127525,Privada,6,,CAMAS,Psiquiatría,42
URGENCIAS MEDICAS SAS,891304097,Privada,2,,CAMAS,Adultos,42
FUNDACION CLINICA LETICIA,900142282,Privada,4,,CAMAS,Adultos,41
FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA,890981374,Privada,7,,CAMAS,Adultos,41
HOSPITAL PABLO TOBON URIBE,890901826,Privada,2,,SALAS,Procedimientos,41
CENTRO TERAPEUTICO REENCONTRARSE S.A.S.,900438572,Privada,7,,CAMAS,Psiquiatría,41
CENTRO DE REHABILITACION DEL SER. CREser,900807287,Privada,6,,CAMAS,Psiquiatría,41
CLINICA GENERAL DE LA 100 SAS Y PODRA ANUNCIARSE CON LAS SIGLAS CLINI100 SAS,900328772,Privada,1,,CAMAS,Adultos,41
UNIDAD DE SERVICIOS DE SALUD JORGE ELIECER GAITAN,900959051,Pública,7,3,CAMAS,Pediátrica,41
INSTITUTO CARDIOVASCULAR DEL CESAR S.A,900016598,Privada,7,,CAMAS,Adultos,41
EMPRESA SOCIAL DEL ESTADO HOSPITAL PEDRO LEON ALVAREZ DIAZ,890680027,Pública,4,2,CAMAS,Adultos,41
E.S.E. HOSPITAL SAN RAFAEL DE PACHO - (255130002801),800099860,Pública,5,2,CAMAS,Adultos,41
E.S.E. SAN VICENTE DE PAUL DE GARZON,891180026,Pública,5,2,CAMAS,Adultos,41
CLINICA BAHIA,900267064,Privada,2,,CAMAS,Adultos,41
"PROFESIONALES DE LA SALUD S.A. ""PROINSALUD S.A.""",800176807,Privada,4,,CAMAS,Adultos,41
CLINICA VALLE SALUD,900631361,Privada,6,,CAMAS,Adultos,41
CLINICA SAN JUAN DE DIOS LA CEJA,890905154,Privada,1,,CAMAS,Adultos,40
RESURGIR CASA DE REPOSO LTDA.,802000430,Privada,3,,CAMAS,Psiquiatría,40
EMPRESA SOCIAL DEL ESTADO HOSPITAL NIÑO JESUS DE BARRANQUILLA,802006728,Pública,1,2,CAMAS,Obstetricia,40
FUNDACION LUGAR DE ENCUENTRO SAN FRANCISCO DE ASIS,900643615,Privada,3,,CAMAS,Farmacodependencia,40
CENTRO DE REHABILITACION INTEGRAL LA ESPERANZA S.A.S.,900795907,Privada,0,,CAMAS,Psiquiatría,40
FUNDACION SANTA FE DE BOGOTA,860037950,Privada,2,,CAMAS,Cuidado Intensivo Adulto,40
IPS HOSPITAL ORTOPEDICO SAS,900412444,Privada,1,,CAMAS,Adultos,40
ADMINISTRADORA CLINICA LA COLINA SAS,900582598,Privada,3,,CAMAS,Pediátrica,40
UNIDAD DE SERVICIOS DE SALUD VICTORIA,900959051,Pública,7,3,CAMAS,Pediátrica,40
UNIDAD DE SERVICIOS DE SALUD VICTORIA,900959051,Pública,7,3,CAMAS,Psiquiatría,40
UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,900971006,Pública,4,3,CAMAS,Unidad de Quemados Adulto,40
UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,900971006,Pública,4,3,CAMAS,Pediátrica,40
UNIDAD DE SERVICIOS DE SALUD EL TUNAL,900958564,Pública,9,3,CAMAS,Pediátrica,40
FUNDACION CENTRO COLOMBIANO DE EPILEPSIA Y ENFERMEDADES NEUROLOGICAS,900269029,Privada,3,,CAMAS,Adultos,40
SOCIEDAD SAN JOSE DE TORICES S.A,900304958,Privada,0,,CAMAS,Adultos,40
NEUROINTEGRAL IPS,900175626,Privada,6,,CAMAS,Psiquiatría,40
IPS CENTRO DE REHABILITACION OPA S.A.S.,900529652,Privada,9,,CAMAS,Farmacodependencia,40
UNIDAD PRESTADORA DE SERVICIOS DE SALUD MENTAL LTDA,900986941,Privada,1,,CAMAS,Psiquiatría,40
FUNDACIÓN PROYECTO HOMBRE DE BIEN,900759182,Privada,5,,CAMAS,Psiquiatría,40
cad vida ips sas sede valledupar,900500653,Privada,1,,CAMAS,Psiquiatría,40
UNIDAD DE VIDA- UNIDAD ESPECIAL DE PSIQUIATRIA,812005522,Privada,1,,CAMAS,Psiquiatría,40
SOCIEDAD MEDICO QUIRURGICA NUESTRA SEÑORA DE BELEN DE FUSAGASUGA LIMITADA,800174851,Privada,1,,CAMAS,Adultos,40
EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,899999147,Pública,3,2,CAMAS,Adultos,40
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,892115010,Pública,5,2,CAMAS,Adultos,40
CLINICA DE REHABILITACION NUEVOS AMANECERES DE SUCRE,823004271,Privada,3,,CAMAS,Psiquiatría,40
UNIDAD CLINICA DEL SISTEMA NERVIOSO,822001338,Privada,,,CAMAS,Farmacodependencia,40
SALUD MENTAL H,822001338,Privada,,,CAMAS,Psiquiatría,40
HNAS. HOSPITALARIAS DEL SAGDO. CORAZON DE JESUS HOSPITAL MENTAL NUESTRA SRA. DEL PERPETUO SOCORRO,860007760,Privada,1,,CAMAS,Farmacodependencia,40
EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSÉ MARÍA HERNÁNDEZ,891200679,Pública,1,2,CAMAS,Adultos,40
"FUNDACIÓN PARA EL DESARROLLO, EQUIDAD Y LA SOSTENIBILIDAD FUNDES",800036327,Privada,0,,CAMAS,Psiquiatría,40
HOSPITAL UNIVERSITARIO DE SANTANDER,900006037,Pública,4,3,CAMAS,Pediátrica,40
FUNDACION FOSUNAB,900330752,Privada,0,,CAMAS,Cuidado Intensivo Adulto,40
CORPORACION HOGARES CREA,890212042,Privada,9,,CAMAS,Farmacodependencia,40
CLINICA DE SALUD MENTAL Y REHABILITACION INTEGRAL MANANTIALES S.A.S.,900246954,Privada,2,,CAMAS,Psiquiatría,40
HOSPITAL ISAIAS DUARTE CANCINO EMPRESA SOCIAL DEL ESTADO,805028530,Pública,4,2,CAMAS,Adultos,40
CLINICA DESA S.A.S,900771349,Privada,7,,CAMAS,Cuidado Intensivo Adulto,40
HOSPITAL PABLO TOBON URIBE,890901826,Privada,2,,CAMAS,Cuidado Intensivo Adulto,39
CENTRO TERAPEUTICO RE-ENCONTRARSE S.A.S,900438572,Privada,7,,CAMAS,Psiquiatría,39
UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,900971006,Pública,4,3,CAMAS,Pediátrica,39
Unidad de Servicios de Salud Boston,900959048,Pública,4,3,CAMAS,Adultos,39
UNION VITAL S.A.,802012998,Privada,6,,CAMAS,Adultos,2
CLINICA GENERAL DEL CARIBE S.A.,900233294,Privada,3,,CAMAS,Adultos,39
ARCA unidad de salud mental LTDA,900862137,Privada,3,,CAMAS,Psiquiatría,39
Torre B UROS.,813011577,Privada,4,,CAMAS,Adultos,39
SOCIEDAD MEDICA CLINICA RIOHACHA SAS,892115096,Privada,8,,CAMAS,Adultos,39
CLINICA MEDICAL DUARTE,900470642,Privada,9,,CAMAS,Pediátrica,39
HOSPITAL SAN JOAQUIN,816005003,Pública,5,1,CAMAS,Adultos,39
CLÍNICA LAS AMERICAS,800067065,Privada,9,,CAMAS,Cuidado Intermedio Adulto,38
CLINICA REINA CATALINA S.A.S.,800179966,Privada,0,,CAMAS,Cuidado Intensivo Adulto,38
CLINICA GENERAL SAN DIEGO,900600256,Privada,8,,CAMAS,Obstetricia,38
CINICA IBEROAMERICA,900397763,Privada,1,,CAMAS,Adultos,38
CLINICA RETORNAR,800160827,Privada,1,,CAMAS,Psiquiatría,38
LINDE COLOMBIA AGENCIA REMEO CENTER BOGOTA,860005114,Privada,4,,CAMAS,Institución Paciente Crónico,38
CLINICA CAMPO ABIERTO,900188194,Privada,2,,CAMAS,Cuidado Agudo Mental,38
SEDE CENTRO,820005389,Pública,7,2,CAMAS,Adultos,38
HERMANAS DE LA CARIDAD DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN,890801160,Privada,7,,CAMAS,Adultos,38
CLINICA ERASMO LTDA,824001252,Privada,3,,CAMAS,Adultos,38
E.S.E. HOSPITAL MARIO GAITAN YANGUAS DE SOACHA - (257540038001),800006850,Pública,3,1,CAMAS,Adultos,38
SERVICLINICOS DROMEDICA S.A.,900073081,Privada,4,,CAMAS,Adultos,38
EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,890981137,Pública,8,2,CAMAS,Adultos,37
CLINICA VIDA IPS S.A.S,819000545,Privada,3,,CAMAS,Adultos,37
UNIDAD DE SERVICIOS DE SALUD SAN BLAS,900959051,Pública,7,3,CAMAS,Psiquiatría,37
EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,900196347,Pública,6,2,CAMAS,Obstetricia,37
CLÍNICA AVIDANTI MANIZALES,800185449,Privada,9,,CAMAS,Cuidado Intensivo Adulto,37
CLINCA ESIMED MANIZALES,800215908,Privada,8,,CAMAS,Adultos,37
NUEVA CLINICA DE SANTO TOMAS S.A.S.,900879006,Privada,1,,CAMAS,Adultos,37
SOCIEDAD MEDICA CLINICA MAICAO LTDA,839000356,Privada,0,,CAMAS,Pediátrica,37
FUNDACION HOSPTIAL SAN PEDRO,891200209,Privada,3,,CAMAS,Obstetricia,37
ESE Hospital La Misericordia,890000600,Pública,9,2,CAMAS,Adultos,37
Clinica San Rafael,900342064,Privada,3,,CAMAS,Adultos,37
CLINICA DE OCCIDENTE,890300513,Privada,3,,CAMAS,Cuidado Intensivo Adulto,37
FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,890900518,Privada,4,,CAMAS,Cuidado Intermedio Adulto,36
SALUD MENTAL INTEGRAL SOCIEDAD POR ACCIONES SIMPLIFICADA,811005113,Privada,9,,CAMAS,Psiquiatría,36
FUNDACION HOSPITAL SAN CARLOS,860007373,Privada,4,,CAMAS,Cuidado Intensivo Adulto,36
Unidad de Servicios de Salud Patio Bonito Tintal,900959048,Pública,4,3,CAMAS,Pediátrica,36
CLINICA BLAS DE LEZO S.A.,890400693,Privada,1,,CAMAS,Pediátrica,36
CENTRO MEDICO BUENOS AIRES HOSTAL 2,806016225,Privada,4,,CAMAS,Institución Paciente Crónico,36
LINDE COLOMBIA S.A. - AGENCIA CARTAGENA,860005114,Privada,4,,CAMAS,Institución Paciente Crónico,36
CLINICA DE SALUD MENTAL MORAVIA,817007452,Privada,1,,CAMAS,Psiquiatría,36
CLÍNICA SAN RAFAEL DUMIAN GIRARDOT,805027743,Privada,1,,CAMAS,Pediátrica,36
HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO ESE,892000501,Pública,5,2,CAMAS,Obstetricia,36
HOSPITAL UNIVERSITARIO DE SANTANDER,900006037,Pública,4,3,CAMAS,Obstetricia,36
FUNDACION CARDIOVASCULAR DE COLOMBIA - INSTITUTO CARDIOVASCULAR,890212568,Privada,0,,CAMAS,Cuidado Intermedio Adulto,36
Hospital Regional II Nivel Nuestra Señora de Las Mercedes de Corozal E.S.E.,890480113,Pública,1,2,CAMAS,Adultos,36
FUNDACION VALLE DEL LILI,890324177,Privada,5,,CAMAS,Cuidado Intermedio Adulto,36
CLINICA VERSALLES HOSPITALIZACION,800048954,Privada,0,,CAMAS,Adultos,36
E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,890303461,Pública,2,3,CAMAS,Obstetricia,36
E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,890303461,Pública,2,3,CAMAS,Cuidado Intensivo Adulto,36
IPS UNIVERSITARIA APARTADÓ,811016192,Mixta,8,,CAMAS,Obstetricia,35
UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,800058016,Pública,1,2,CAMAS,Adultos,35
