OBJECTID,Object_ID,Código de Habilitación,Código del Prestador,Nombre de la IPS,Dirección,Número Identificación Tributaria,Número de Fax,Clase de Prestador,Clase de Persona,Naturaleza Jurídica,Número de Teléfono,Correo Electrónico,coord_x,coord_y
336,336,110010440405,1100104404,UNIDAD MEDICA DIAGNOSTICA ESPINOSA GOMEZ SAS,CRA 16 # 84 A 09 CONS 609,860072417,6217156,Instituciones - IPS,Juridica,Privada,6217156,antiguocountry@espinosagomez.com,,
337,337,110010435701,1100104357,INSTITUTO COLOMBIANO DE LENTES DE CONTACTO SAS,Calle 79 No. 11-46,860508276,7450550,Instituciones - IPS,Juridica,Privada,7450555,instituto@italquimica.com,,
339,339,110010469101,1100104691,CENTRO MEDICO NATURISTA LOS OLIVOS SAS CHAPINERO,CALLE 63 # 13 12 PI 2,800212860,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
347,347,110010485711,1100104857,CAFI CALLE 56,Carrera 7 # 55-37,800215908,2490705,Instituciones - IPS,Juridica,Privada,3008960788,caamorenog@esimed.com.co,,
352,352,110010476801,1100104768,CENTRO DE TERAPIA OCUPACIONAL LTDA,KR 47 A # 95 67,860352078,Sin Dato,Instituciones - IPS,Juridica,Privada,6109412 6105845 3212076449,centrodeT.O@gmail.com,,
354,354,110010688701,1100106887,PATOLOGIA COUNTRY S.A.S,KR 16 # 82 95 OF 305 -306 - 704-705- 706,830101327,2560457,Instituciones - IPS,Juridica,Privada,2184927 -6348824,dariocadena@patologiadelcountry.com,,
355,355,110010694801,1100106948,UNILASER MEDICA,KR 13 # 93 67 OF 104 - 105 - 106 - 107,830114035,5301773,Instituciones - IPS,Juridica,Privada,5302682,unilasermedica@gmail.com,,
361,361,110010521401,1100105214,CENTRO RAYOS X Y ECOGRAFIA LTDA,KR 16 # 82 74 CS 201 - 202 - 301 - 302,800061622,6919281,Instituciones - IPS,Juridica,Privada,6101139,crye@Argentina.com.co,,
363,363,110010518801,1100105188,CLINICA DE ODONTOLOGIA ESPECIALIZADA JUCEP,kr 19 A No 90 -13 con 406,800080910,Sin Dato,Instituciones - IPS,Juridica,Privada,6100168,CLINICAJUCEP@HOTMAIL.COM,,
366,366,110010521301,1100105213,ORAL SERVICE E U,Calle 17 No 68/84 local 2,830079054,2627622,Instituciones - IPS,Juridica,Privada,2627622 - 3118051779,oralservices.eu@gmail.com,,
368,368,110010504001,1100105040,FEDERACION ODONTOLOGICA COLOMBIANA,CALLE 93 # 11 39,860006792,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
370,370,110010516801,1100105168,CARLOS SERRANO MORA Y CIA S EN C,CALLE 93 B # 13 92 OF 201,860350612,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
371,371,110010516501,1100105165,INSTITUTO DE GASTROENTEROLOGIA LTDA,CALLE 93 B # 13 92 OF 201,860350678,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
373,373,110010548004,1100105480,SERVIOFTALMOS - COUNTRY,KR 16 # 82 95 CS 301 403,800233471,Sin Dato,Instituciones - IPS,Juridica,Privada,6214697,info@servioftalmos.com,,
375,375,110010527101,1100105271,UNIDAD DE ESPECIALISTAS OFTALMOLOGICOS S.A.,CRA 16 # 82 95 CONS 801 - 802,830007382,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
377,377,110010557701,1100105577,DEXA DIAB SERVICIOS MEDICOS LTDA,KR 16 A # 79 33,830013594,2189688,Instituciones - IPS,Juridica,Privada,5302838,dexadiab@cable.net.co,,
379,379,110010526201,1100105262,INMUNOLOGIA Y DIAGNOSTICO ESPECIALIZADO IDE SAS,CRA 9 # 48 40 CONS 402,830040120,5700028,Instituciones - IPS,Juridica,Privada,5700029 - 3102106024,ide.vacunacion@gmail.com,,
383,383,110010534101,1100105341,CENTRO COLOMBIANO DE CIRUGIA PLASTICA LTDA,CL 97 # 23-37 PISO 9 CONSULTORIO 903 Y 904,830095073,6420600,Instituciones - IPS,Juridica,Privada,6420600,INFO@PLASTICAYESTETICA.COM,,
384,384,110010532201,1100105322,CLINICA LA INMACULADA,CRA 7 # 68 70,860007760,587366 ext 332,Instituciones - IPS,Juridica,Privada,5870366,inmaculada@clinicalainmaculada.org,,
385,385,110010559701,1100105597,Centro de Atención en Salud Cafam Calle 51,Kr 15 No. 51 - 35,860013570,Sin Dato,Instituciones - IPS,Juridica,Privada,3105111 Ext: 4275- 4152,calidadsalud@cafam.com.co,,
386,386,110010559702,1100105597,Centro de Atención en Salud Cafam Clínica,Calle 51 No. 15- 34,860013570,Sin Dato,Instituciones - IPS,Juridica,Privada,3105111 Ext 4275-4152,calidadsalud@cafam.com.co,,
388,388,110010559704,1100105597,Centro de Atención en Salud Cafam Floresta,AK 68 No.90-88,860013570,Sin Dato,Instituciones - IPS,Juridica,Privada,3105111 Ext: 4275- 4152,calidadsalud@cafam.com.co,,
390,390,110010561801,1100105618,FUNDACION SANTA FE DE BOGOTA,CL 119 # 7 75,860037950,6575707,Instituciones - IPS,Juridica,Privada,6030303,dirhospital@fsfb.org.co,,
391,391,110010550601,1100105506,SOCIEDAD INTERDISCIPLINARIA PARA LA SALUD S.A SIGLA SIPLAS SA- CENTRO DE MEDICINA DIAGNOSTICA SIPLAS - CMD SIPLAS,CALLE 94 # 15 45,860069870,5938393,Instituciones - IPS,Juridica,Privada,5938393,SIPLAS@SIPLASLAB.COM,,
392,392,110010522701,1100105227,LA FONT LTDA CIENCIA ACADEMIA MEDICA RESORT,CRA 16 # 86 A 32,860073087,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,fpedroza@lafont.com.cocalidad@lafont.com.co,,
395,395,110010571102,1100105711,SEDE NORTE COLCAN,CL 109 No. 15-91,800066001,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
398,398,110010575801,1100105758,MEDICINA PERINATAL LTDA,KR 16 # 84 A 09 CS 314,800201426,6217519,Instituciones - IPS,Juridica,Privada,6217519 - 6217530,medicinaperinatal@yahoo.com,,
401,401,110010574201,1100105742,IRME,CALLE 116 # 9 - 72 CONSULTORIO 712 -713-714-715,800223967,Sin Dato,Instituciones - IPS,Juridica,Privada,4762774-3152741711,irme.ltda.dolor@gmail.com,,
403,403,110010576601,1100105766,FUNDACION OPERACION SONRISA COLOMBIA,CLL 90 # 19 C - 41,800252821,2579456,Instituciones - IPS,Juridica,Privada,6210069,cambogota@operacionsonrisa.org.co,,
408,408,110010588601,1100105886,ALIADOS SALUD OCUPACIONAL SAS,CL 80 # 19 56,830082968,Sin Dato,Instituciones - IPS,Juridica,Privada,6230213 - 3112273836,aliados_so@yahoo.es,,
409,409,110010577501,1100105775,INSTITUTO MEDICO DE TERAPIA CELULAR SUIZA VIDA PLENA,Av kra 45 # 102 - 07,830085219,6160334,Instituciones - IPS,Juridica,Privada,6160333,contadoravidaplena@gmail.com,,
413,413,110010572501,1100105725,CLINICA DE NUESTRA SEÑORA DE LA PAZ,CALLE 13 # 68 F 25,860015905,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
414,414,110010598901,1100105989,CLINICA DE OJOS (CLINOJOS) LTDA,AK 45 # 95 54,860053761,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
418,418,110010911501,1100109115,CONSULTORIO DE RADIOLOGIA ORAL CHAPINERO S.A.S,KR 17# 60-41 PI 3,830001599,5712490745,Instituciones - IPS,Juridica,Privada,5712490745,croch@supercabletv.net.co,,
421,421,110010959901,1100109599,CLINICA DEL COUNTRY IPS,CRA 16 # 82 57,830005028,5301302,Instituciones - IPS,Juridica,Privada,5300470,lcastaneda@clinicadelcountry.com,,
422,422,110010959903,1100109599,SEDE SAN SEBASTIAN,CRA 16 # 82 74 CONS 619 313 314 y 315,830005028,Sin Dato,Instituciones - IPS,Juridica,Privada,5300470 2830,jospina@clinicadelcountry.com,,
434,434,110010645301,1100106453,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA,AK 68 No 68 B 31,860070301,4287378,Instituciones - IPS,Juridica,Privada,7460909,dsalud@cruzrojabogota.org.co,,
435,435,110010642201,1100106422,LABORATORIO INMUNO CLINICO S.A.S,CALLE 100 N° 11 A-07 CONSULTORIO 204,860350421,6109105,Instituciones - IPS,Juridica,Privada,2187627,inmunoclinico@hotmail.com,,
438,438,110010677601,1100106776,OTOFON S.A.S,KR 7 No 119 14 CS 310-332,800003111,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
439,439,110010679801,1100106798,ASOCIACION NUCLEAR DIAGNOSTICA LTDA,KR 23 # 45 C 31 CS 506 y 501,800016647,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
440,440,110010682501,1100106825,INSTITUTO COLOMBIANO DE NEUROCIENCIAS LTDA,CARRERA 64 N 98-26,800158253,Sin Dato,Instituciones - IPS,Juridica,Privada,2530004/3156468040,neurociencias@telmex.net.co,,
441,441,110010678001,1100106780,CENTRO QUIRURGICO DE LA SABANA S.A - CIRUSABANA S.A,"AK 7 # 119-14 CS 107, 213 A 217, 425",800162636,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
445,445,110010653701,1100106537,SALUD OCUPACIONAL DE LOS ANDES LTDA,KR 24 # 84-37,830029102,7560686,Instituciones - IPS,Juridica,Privada,7560686 Ext 100 - 203,subgerencia@saludocupacionalandes.com,,
446,446,110010658001,1100106580,SERVICIO DE ATENCION ODONTOLOGICA LTDA SEDATO LTDA,AK 68 No 68 B 05,830041565,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
448,448,110010655101,1100106551,FUNDACION INSTITUTO DE REUMATOLOGIA FERNANDO CHALEM,CALLE 73 # 17 27,860050632,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
449,449,110010649501,1100106495,ANALIZAR LABORATORIO CLINICO AUTOMATIZADO S.A.S,CL 103 # 14 A 76,891408851,2561145,Instituciones - IPS,Juridica,Privada,6580000,gerencia@analizarlab.com,,
450,450,110010649502,1100106495,ANALIZAR LABORATORIO CLINICO AUTOMATIZADO S.A.S.,CL 50 # 8 27 CS 301,891408851,Sin Dato,Instituciones - IPS,Juridica,Privada,2881505,analizar@analizarlab.com,,
455,455,110010649508,1100106495,ANALIZAR LABORATORIO CLINICO AUTOMATIZADO S.A.S.,KR 16 # 84 A 09 CS 522,891408851,Sin Dato,Instituciones - IPS,Juridica,Privada,6580000 Ext. 9203 y 9204,gerencia@analizarlab.com,,
459,459,110010741101,1100107411,LABORATORIO CLINICO DE MARLY DANIEL GAMBOA & CIA LTDA,CALLE 50 # 9 67 INT 101,800009646,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
460,460,110010707601,1100107076,Laboratorio de Rayos X Carlos Alfredo Perilla Borda,CARRERA 19 # 84 - 73,800019378,2575752 2368458,Instituciones - IPS,Juridica,Privada,2575752 2368458,eltuntun@gmail.com,,
462,462,110010736101,1100107361,SALUD REINUM LTDA,KR 19 A # 82 51,800041599,2574909,Instituciones - IPS,Juridica,Privada,2574848,saludreinun@empresario.com,,
464,464,110010743101,1100107431,ANESTESIOLOGOS CIRUGIA PALERMO LTDA,CRA 23 # 47 51 CONS 502 N,800081543,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
470,470,110010724601,1100107246,CENTRO OTORRINOLARINGOLOGICO ESPECIALIZADO,CRA 16 A # 84 25,830003739,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
473,473,110010731804,1100107318,IPS CORVESALUD SEDE FONTIBON,CL 17 No. 96 H 27,830007229,2678503-4133775,Instituciones - IPS,Juridica,Privada,2678503-4133775,corvefontibon@etb.net.co,,
474,474,110010750801,1100107508,LABORATORIO BIOIMAGEN SOCIEDAD LIMITADA BIOIMAGEN LTDA,CLL 77 NO 27A-20,830016595,Sin Dato,Instituciones - IPS,Juridica,Privada,3008960112 - 3006975519,garantiadecalidad@bioimagen.com.co,,
479,479,110010739201,1100107392,CLINICA ODONTOLOGICA LA CASTELLANA,KR 47 # 95 14,830018539,6107046,Instituciones - IPS,Juridica,Privada,6164300,maryep@cable.net.co,,
480,480,110010730801,1100107308,ORTODONCISTAS ASOCIADOS,KR 11 # 66- 53 LOCAL 1,830026163,2552248 ext 102,Instituciones - IPS,Juridica,Privada,2552248,gestion.calidad@ortoasociados.com,,
483,483,110010731301,1100107313,CLINICA RANGEL PEREIRA,AK 15 # 95 96,830028116,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
487,487,110010750201,1100107502,FUNDACION PARA EL DESARROLLO INTEGRAL DE LA POBLACION AUTISTA FUTURA,CALLE 51 N° 70 - 30 INT 1,830117518,Sin Dato,Instituciones - IPS,Juridica,Privada,4045698,info@fundacionfutura.org,,
488,488,110010716101,1100107161,OPTICA ALEMANA,CALLE 64 N 7-80,860000812,Sin Dato,Instituciones - IPS,Juridica,Privada,3555895 2498441,gerencia@opticaalemanash.com,,
489,489,110010716102,1100107161,OPTICA ALEMANA SCHMIDT HIJOS LTDA,CARRERA 15 No.91-56 INT. 3,860000812,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
491,491,110010752101,1100107521,CLINICA NUEVA,CL 45 F # 16 A 11,860010783,Sin Dato,Instituciones - IPS,Juridica,Privada,3274444,clinicanueva@clinicanueva.com,,
494,494,110010735705,1100107357,OPTICENTRO INTERNACIONAL OPTICA CALLE 67 II,CALLE 67 # 9 55,860043998,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
496,496,110010735707,1100107357,OPTICENTRO INTERNACIONAL CALLE 63,CRA 24 # 62 50,860043998,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
501,501,110010739701,1100107397,IMAGENES DIAGNOSTICAS SA,CALLE 94 # 15 45,860062887,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
503,503,110010733503,1100107335,UNIDAD DE SERVICIOS CALLE 26,AC 26 No 66 A 48,860066942,Sin Dato,Instituciones - IPS,Juridica,Privada,57 1 4285088,abarragan@compensar.com,,
509,509,110010757001,1100107570,CENTRO OFTALMOLOGICO COLOMBIANO,"KR. 19A Nº 85-11 OFICINA 401, 402, 406, 407, 408, 409 PISO 5 Y 6",800061267,(57-1) 2185730,Instituciones - IPS,Juridica,Privada,(57-1) 2360000,Sin Dato,,
512,512,110010802401,1100108024,CLINICA PARTENON,CALLE 74 # 76 65,800085486,4304112,Instituciones - IPS,Juridica,Privada,4306767,direcciongeneral@clinicapartenon.com,,
514,514,110010812201,1100108122,CLINICAS JASBAN,AC 24 # 72 B 94,800090416,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
515,515,110010812202,1100108122,CLINICAS JASBAN,CALLE 106 N. 23-61,800090416,2149533,Instituciones - IPS,Juridica,Privada,2141484 - 3143945985,jasban@terra.com,,
516,516,110010812203,1100108122,CLINICAS JASBAN,AK 45 #102 A 03,800090416,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
519,519,110010793901,1100107939,CLINICA DE LA MUJER,KR 19 C # 91 17,800117564,2189115,Instituciones - IPS,Juridica,Privada,6161799- 3154047832,sdirmedica@clinicadelamujer.com.co,,
520,520,110010752401,1100107524,INSTITUTO COLOMBIANO DE ENFERMEDADES VASCULARES ICEV LTDA.,AK 45 # 106 30 CONS 203,800120151,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
524,524,110010764801,1100107648,CLINICA IZKA SAS,CALLE 83 No. 19-36 PI 4o.,800172517,Sin Dato,Instituciones - IPS,Juridica,Privada,6160670-3133482590,gerencia@clinicaizka.co,,
525,525,110010777201,1100107772,REVISAVIAE,KR 11 # 61 19 PISO 2 OF 201 Y PISO 4 OF 401,800218902,Sin Dato,Instituciones - IPS,Juridica,Privada,3477371,revisaviae@yahoo.es,,
528,528,110010797501,1100107975,UNIDAD DE PREVENCION Y VACUNACION INTERNACIONAL (UPV),AK 7 # 119 14 CONS 328,800241327,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
529,529,110010752201,1100107522,CLINICA VASCULAR NAVARRA LTDA / CLINICA NAVARRA,AK 45 # 106 30,800247537,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
530,530,110010778204,1100107782,IPS SURA CHAPINERO BOGOTA,CRA 7 # 54 27,811007832,2110515,Instituciones - IPS,Juridica,Privada,2497071,dmcorrea@sura.com.co,,
533,533,110010793001,1100107930,ENDO MEDICA LTDA,AK 20 # 81 54 CS 202,830057319,5302268,Instituciones - IPS,Juridica,Privada,5302268,endomedicaltdahotmail.com,,
540,540,110010764601,1100107646,CENTRO AUDIOLOGICO Y QUIRURGICO DEL COUNTRY SAS,KR 16 A # 82- 46 CS 414 - 504 - 610 - 611 - 612 - 613 - 614,830113069,6160659,Instituciones - IPS,Juridica,Privada,6160502/3106668422,audiologicoyquirurgico@hotmail.com,,
547,547,110010773701,1100107737,CENTRO ASISTENCIAL MADRE BERNARDA,CALLE 18 No 106-48,860028947,4155028,Instituciones - IPS,Juridica,Privada,2671538,cmmbernarda@hotmail.com,,
550,550,110010787601,1100107876,UNIFISIO LTDA,CRA 23 # 45C-31 CONS 609 / 610,860078062,2875806,Instituciones - IPS,Juridica,Privada,2875525,unifisioltda@hotmail.es,,
552,552,110010814601,1100108146,FUNDACION UNIVERSITARIA KONRAD LORENZ,Kra 9 N° 61- 38,860504759,3472311 Ext 131,Instituciones - IPS,Juridica,Privada,3472311 Ext 181,centropsicologiaclinica@konradlorenz.edu.co,,
557,557,110010819001,1100108190,MEDISED IPS,CARRERA 99 No 18 - 40 LOCAL 2,800215743,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
558,558,110010822201,1100108222,CLINICA MATERNO INFANTIL EUSALUD,DG 54 # 16 A 16,800227072,4320870,Instituciones - IPS,Juridica,Privada,4320872,presidencia@eusalud.com,,
559,559,110010826501,1100108265,FUNDACION CENTRO DE REHABILITACION DEL NIÑO ESPECIAL CERES,CL 44 # 67 A 40/28/54,808000024,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
560,560,110010818401,1100108184,JUAN BAUTISTA SALUD OCUPACIONAL CIA LTDA,AK 30 No 46 86 / 90,830002115,744 40 03,Instituciones - IPS,Juridica,Privada,744 40 03,gerencia@ocupacionaljb.com,,
561,561,110010822401,1100108224,ORTODONCIA RAFAEL MARTINEZ S.A.S / ORTODONCIA RM S.A.S,Calle 114 No 6A-92 Local 413 D-410 CENTRO COMERCIAL HACIENDA SANTA BARBARA PH,830030067,6197909,Instituciones - IPS,Juridica,Privada,6197909-2154850-3208651852,contacto@ortodonciarafaelmartinez.com,,
562,562,110010834901,1100108349,MEDICINA DIAGNOSTICA S.A.,CRA 59 No 26-21 DEPARTAMENTO DE ESCANOGRAFIA Y RESONANCIA -SOTANO,830042511,2229766,Instituciones - IPS,Juridica,Privada,2202042,medidiagsa@gmail.com,,
565,565,110010820701,1100108207,FUNDACION IDEAS DIA A DIA,KR 22 # 83 50,830118605,6165453,Instituciones - IPS,Juridica,Privada,6165453,ideasdiaadia@etb.net.co,,
572,572,110010817109,1100108171,CENTRO MEDICO COLSUBSIDIO PUENTE ARANDA,AC 13 # 62 96,860007336,Sin Dato,Instituciones - IPS,Juridica,Privada,2615171,teresa.garcia@colsubsidio.com,,
579,579,110010845601,1100108456,HORUS PRINCIPAL,KR. 19 B # 84 65,800127648,Sin Dato,Instituciones - IPS,Juridica,Privada,6358100,INF@HORUSGO.COM,,
583,583,110010861301,1100108613,MEDIEXPRESS,KR 49 D # 91 98,800223902,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
587,587,110010869401,1100108694,SERVICIOS DE SALUD OCUPACIONAL UNIMSALUD SAS,CRA 22 # 72 35 / 29,830011008,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
588,588,110010837101,1100108371,FUNDACION LEONISTICA DE SALUD OCULAR,CALLE 63 # 18 20,830013373,3456476,Instituciones - IPS,Juridica,Privada,2100406,fundacionleonistica@hotmail.com,,
589,589,110010874801,1100108748,PREVEDONTO PREVENCION Y SALUD ORAL INTEGRAL LIMITADA,CARRERA 61 # 100-78,830021340,Sin Dato,Instituciones - IPS,Juridica,Privada,6131241,contacto@prevedonto.com,,
591,591,110010845301,1100108453,CLINICA COLOMBIANA DE OBESIDAD Y METABOLISMO SAS,CARRERA 13 No. 94 A - 25 CS. 416,830029172,6224316,Instituciones - IPS,Juridica,Privada,6224214,gabrielcuibillos@clinicaobesidad.com,,
593,593,110010840301,1100108403,RED ORAL LTDA,CRA 82 # 23C- 24,830057559,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
597,597,110010862701,1100108627,FUNDACION AMAR,CRA 73 # 73 90,830074717,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
598,598,110010862601,1100108626,UNIDAD MEDICA CECIMIN ORGANIZACIÓN SANITAS INTERNACIONAL,AK 45 104-76,830078325,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
599,599,110010862001,1100108620,CLINICA ODONTOLOGICA DEL OCCIDENTE,AC 24 # 43 A 84,830087784,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
600,600,110010893501,1100108935,ODONTOLOGIA DE MARLON BECERRA SEDE CHICO,CL 93 N° 13 45 LC 1,830088051,2360228,Instituciones - IPS,Juridica,Privada,2360228,calidadyfranquicias@marlonbecerra.co,,
602,602,110010897401,1100108974,FUNDACION DE REHABILITACION INTEGRAL LUDUS,CL 88 # 22 34,830090289,2718887,Instituciones - IPS,Juridica,Privada,2561366,fundacion_ludus@yahoo.com,,
606,606,110010903501,1100109035,ARMONIA DENTO FACIAL ADF LTDA,CRA 11 A # 97 19,830117559,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
607,607,110010891001,1100108910,CLINICA SANARTE,CALLE 74A # 20C -12,830118794,Sin Dato,Instituciones - IPS,Juridica,Privada,6040104,gerencia@sanarteips.com,,
608,608,110010864801,1100108648,CLINICA SANTO TOMÁS S.A,TRANSV. 3 NO. 51A-46,860001475,2327632,Instituciones - IPS,Juridica,Privada,2451911,clinsantoto@cable.net.co,,
613,613,110010855601,1100108556,FUNDACION NIÑEZ Y DESARROLLO FUNDACION FND COLOMBIA,AK 60 # 63 63,860034503,3108259,Instituciones - IPS,Juridica,Privada,3108260,informacion@fndcolombia.org,,
620,620,110010888301,1100108883,FUNDACION CENTRO TERAPEUTICO INFANTIL CETI,CALLE 67 # 28 A 35,860354443,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
621,621,110010901101,1100109011,IDEA - AFANADOR GOMEZ Y COMPAÑIA SAS,AV. CALLE 100 No. 19A 10 Consultorio 304,860400712,6106414,Instituciones - IPS,Juridica,Privada,6168183 - 6167704,afanadorgomez@hotmail.com,,
626,626,110010948801,1100109488,MEDISHI MEDICINA SEGURIDAD E HIGIENE INDUSTRIAL SAS,CALLE 63 #21-19,800025199,7448689,Instituciones - IPS,Juridica,Privada,7448689/3108085286,ocarmona@medishi.com,,
629,629,110010918602,1100109186,Odontosanitas El Lago,CALLE 77 # 12 A 11,800149384,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
637,637,110010918614,1100109186,LABORATORIO CLINICO SANITAS SALUD OCUPACIONAL,TRV 59 A 114 - 18 PISO 3,800149384,5895482,Instituciones - IPS,Juridica,Privada,5895482,sfiguero@colsanitas.com,,
644,644,110010952601,1100109526,UNIDAD DE RADIOLOGIA PANOREX PALERMO LTDA,CALLE 45 A # 20- 96 cons 201,800241455,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
645,645,110011393701,1100113937,BODY HEALTH AND BEAUTY GYM,AV BOYACA # 8 B - 05,830092823,4175012,Instituciones - IPS,Juridica,Privada,4137423,bhbgym_5@hotmail.com,,
652,652,110010985901,1100109859,A UNO DENTAL COLOR,AC 53 # 59 03,830060364,2220297,Instituciones - IPS,Juridica,Privada,2220297,aunodentalcolor@hotmail.com,,
656,656,110010964201,1100109642,CARDIONET LTDA,CALLE 97 No 23-37 consultorio 604,830076652,6162761,Instituciones - IPS,Juridica,Privada,6010606,cardionet_ltda.@hotmail.com,,
657,657,110010912401,1100109124,UNIDAD MEDICA BETA SALUD LTDA GALERIAS,Carrera 21 # 52 A 12,830079896,5267101,Instituciones - IPS,Juridica,Privada,6730370 - 3114752427,betasalud@yahoo.com,,
658,658,110010927101,1100109271,OPTICA SALUDCOOP 102,AVENIDA CARRERA 45 # 103 - 41,830090640,Sin Dato,Instituciones - IPS,Juridica,Privada,6020845,DIRECCION.ADMINISTRATIVA@OPTIKUS.COM.CO,,
663,663,110010917701,1100109177,CLINICA DEL SENO IPS LTDA,CRA 11 # 68 36,830117759,Sin Dato,Instituciones - IPS,Juridica,Privada,3478100,clinicadelsenok@hotmail.com,,
666,666,110010936105,1100109361,CLINICA DE MARLY S.A,"CALLE 50 # 7 36, PISO 7, PISO 5, PISO 2 CONSULTORIOS 2, 3, 5",860002541,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
667,667,110010936106,1100109361,UNIMARLY,CRA 13 # 48 63,860002541,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
