RAZON SOCIAL;SEDE;DIRECCIÓN;IPSTELEFON;CORREO;TIPO DE IPS
Asociación Cristiana Talita Cumi;Casa Felipe;CL 56 A # 72 B 35;4620316;talitacumi2009@gmail.com;Privada
Asociación De Amigos Contra El Cancer Proseguir;Centro De Cuidado Intermedio;CL 49 A # 16  63;3212004489;gerencia@proseguir.org;Privada
Asociación De Amigos Contra El Cáncer Proseguir;Asociación De Amigos Contra El Cáncer Proseguir;AC 32 # 15 31;2855492;proseguir@latinmail.com;Privada
Asociación De Amigos Contra El Cáncer Proseguir;Centro De Cuidado Intermedio;CL 33 BIS # 15 50;2320785;gerencia@proseguir.org;Privada
Asociación De Amigos Contra El Cáncer Proseguir;Unidad De Imágenes Diagnosticas Proseguir;KR 14 # 32 95;3402280;proseguir@latinmail.com;Privada
Asociación De Exalumnos De La Facultad De Odontología De La Universidad Nacional Aexfoun;Asociación De Exalumnos De La Facultad De Odontología De La Universidad Nacional Aexfoun;KR 27 # 45 10 PI 2;2687179;aexfoun@hotmail.com;Privada
Asociación Nueva Vida Para Mujeres;Asociación Nueva Vida Para Mujeres;AC 19 # 16 A 54;2819475;;Privada
Asociación Odontológica De Los Andes  Ltda;Asociación Odontológica De Los Andes  Ltda;AV 9 # 119 10;2134167;asoa@etb.net.co;Privada
Asociación Otorrinolaringologica Del Chico Ltda;Asociación Otorrinolaringologica Del Chico Ltda;CL 91 # 19 C 55 CS 604;6910743;orlchico@gmail.com;Privada
Asociación Para El Desarrollo Comunitario La Esperanza De Vivir;Asociación Para El Desarrollo Comunitario La Esperanza De Vivir;KR 94 # 130 A 51;6863534;esdevivir@hotmail.com;Privada
Asociación Para La Salud Mental;Asociación Para La Salud Mental;AV CARACAS # 59 77;6090225;;Privada
Asociación Probienestar De La Familia Colombiana Profamilia;Asociación Probienestar De La Familia Colombiana Profamilia;CL 34 # 14 52;3390900;dir@profamilia.org.co;Privada
Asociación Probienestar De La Familia Colombiana Profamilia;Asociación Probienestar De La Familia Colombiana Profamilia;KR 15 # 34 47;3390949;aruiz@profamilia.org.co;Privada
Asociación Probienestar De La Familia Colombiana Profamilia;Asociación Probienestar De La Familia Colombiana Profamilia;CL 80 BIS # 94 K 40;4401214;dir@profamilia.org.co;Privada
Asociación Probienestar De La Familia Colombiana Profamilia;Asociación Probienestar De La Familia Colombiana Profamilia Quiroga;AV CARACAS # 31 19 SUR;2390953;quirogadir@profamilia.org.co;Privada
Asociación San Bartolome Apostol;Asociación San Bartolome Apostol;KR 59 A # 129 B 01;2538825;asociaconsanbartolomeapostol@gmail.com;Privada
Asociación Unidad Terapéutica Y De Atención Integral Para La Niñez;Asociación Unidad Terapéutica Y De Atención Integral Para La Niñez;CL 49 SUR # 82 26;4062219;asocia_laninez@yahoo.com;Privada
Asociados Unidad Nacional  Odontológica A Uno Ltda;A Uno Dental Color;AC 53 # 59 03;2220297;aunodentalcolor@hotmail.com;Privada
Asoder Consultores SAS;Asoder Consultores SAS;KR 57 A # 4 D 12;3003720;asoderconsultoresas@gmail.com;Privada
Asofisios S.A.S.;Asofisios S.A.S.;CL 64 A # 57 23 TO 7 APTO 1002;2918778;asofisios@gmail.com;Privada
Asonest SAS;Asonest SAS;AC 127 # 21 60 CS 218;6158788;asonestadmi@etb.net.co;Privada
Assistance International;Assistance International;KR 46 # 126 33;6299009;info@assistanceinternational.org;Privada
Asso Ltda Asesorias Y Servicios En Salud Ocupacional;Asso Ltda Asesorias Y Servicios En Salud Ocupacional;CL 119 # 7 14 CS 702 A 702 B 7;6197780;saludocupacional@assoltda.com;Privada
Assome S.A.S.;Assome S.A.S.;KR 16 # 49 30;4878324;alberto.cantor@assome.net;Privada
Atardecer De Los Años Ltda;Atardecer De Los Años Ltda;KR 80 # 170 85;6711182;atardeserdelosanos@une.net.co;Privada
Atech Dental SAS;Atech Dental SAS;KR 14 # 93 40 OF 204;6109020;atechdental@hotmail.com;Privada
Atención En Salud Integral Ambulatoria S A S Sigla Grupo Asia S A S;Atención En Salud Integral Ambulatoria S A S Sigla Grupo Asia S A S;CL 97 # 23 37 CS 714;3112111619;grupoasia001@gmail.com;Privada
Atención Medica Especializada - Ame Ltda;Atención Medica Especializada S.A Ame S.A.;KR 7 B BIS # 124 - 73;6208277;ameltda@etb.co;Privada
Atención Medica Especializada Sa (Ame Sa);AtenciÙn M+Dica Especializada Sa (Ame Sa);CL 111 # 51 22;2133713;calidad@amecolombia.com;Privada
Atención Y Prevención En Salud Atensalud SAS - Atensalud SAS;Atención Y Prevención En Salud Atensalud SAS - Atensalud SAS;CL 49 A # 35 71 SUR;7280012;quirozcaro@yahoo.com;Privada
Atlantic Medical Center;Atlantic Medical Center;KR 13 # 102 06;6127089;;Privada
Atlantic Medical Center Eu;Atlantic Medical Center Eu;KR 49  # 93  66;2368662;atlanticmedical_c@yahoo.com;Privada
Audifonos Alcira Ramirez;Audifonos Alcira Ramirez;CL 63 # 11 45 OF 213;2550054;;Privada
Audifonos Alcira Ramirez S A S;Audifonos Alcira Ramirez S A S;CL 103 # 14 A 53 OF 401;6040144;ventas@audifonosalcira.com;Privada
Audiocom SAS;Audiocom Bogota;KR 14 # 75 76 PI 4 Y PI 5;3210500;administracion@audiocom.com.co;Privada
Audioequipos SAS;Audioequipos SAS;KR 48 # 91 52;6210478;info@audioequipos.com;Privada
Audífonos Alcira Ramírez S A S;Audífonos Alcira Ramírez SAS;KR 32 # 18 10 LC 210 Y 211;4008240;ventas@audifonosalcira.com;Privada
Avamed Ltda;Avamed Ltda;CL 51 # 71 B 05;2952544;kolejua@yahoo.es;Privada
Avances Tecnológicos E Innovación Para La Salud SAS Con Sigla Avan Salud;Odontología Marlon Becerra - Kennedy;KR 78 B # 39 A 26 SUR;4510410;ombkennedy@gmail.com;Privada
Avances Terapeuticos IPS SAS;Avances Terapeuticos IPS SAS;CL 86 A  # 27-43 PI 1  CS 101-;5337421;avanceterapeutico@gmail.com;Privada
Avances Terapeuticos IPS SAS;Avances Terapeuticos IPS SAS Esmeralda;CL 44 C # 52 25;6160648;avaceterapeutico@gmail.com;Privada
Avanzar IPS Rehabilitacion Y Habilitacion SAS;Avanzar IPS Rehabilitacion Y Habilitacion SAS;CL 55 # 72 23;5482245;ipsavanzar@gmail.com;Privada
Avenir Cia Ltda;Avenir Cia Ltda;CL 50 # 8 24 CS 305;3498510;martaluz@avenirsalud.com;Privada
Axa Asistencia IPS SAS;Axa Asistencia IPS SAS;KR 11 # 82 01 PI 4;6214659;claudiagomez@aviatur.com.co;Privada
Axxis Services Ltda;Axxis Services Ltda;AV SUBA # 115 58 TO C CS 202;6432670;guillotorres@torres.hotmail.com;Privada
Ayuda Medica Domiciliaria Y Empresarial Soluciones En Salud Ocupacional SAS;Ayuda Medica Domiciliaria Y Empresarial Soluciones En Salud Ocupacional SAS;AC 64C # 69J -17;3176681051;ayudamedica.domiciliaria@gmail.com;Privada
Ayuda Medica Territorial En Ambulancias Aymedt Ambulancias Ltda.;Ayuda Medica Territorial En Ambulancias Aymedt Ambulancias Ltda.;KR 4 # 28 07 SUR PI 1;5990689;aymedtambulancias@hotmail.com;Privada
B & B Salud Oral Para Ti SAS;B & B Salud Oral Para Ti SAS;CL 70 C # 106 A 11 PI 2;5484127;bybortodoncia@gmail.com;Privada
B & G Salud Ltda;B & G Salud Ltda;KR 110 B # 75 F 14;2290474;bygsaludltda@gmail.com;Privada
B S P S En C.S.;Clínica Corpolaser;KR 13 A # 102 86;6122571;corpolaser@hotmail.com;Privada
B S P S En C.S.;Clínica Corpolaser Sede Salitre;CL 23 # 66 46 IN 4 CS 410;3244115;claualpe@hotmail.com;Privada
B Y C Asociados SAS;B Y C Asociados SAS;KR 23 # 124 87 CS 404 TO II;3003539561;jusecocu@hotmail.com;Privada
B Y R Group Sociedad Por Acciones Simplificada Pudiendo Utilizar La Sigla B Y R SAS;Aesthetic Clínical Center;CL 94 A # 21 23;6180361;aestheticlinical@hotmail.com;Privada
B&F Servicios Integrales De Salud S.A.S.;B&F Servicios Integrales De Salud S.A.S.;CL 22 G # 100 07;5455959;odokfontigon@fontibon.com;Privada
B&O Age SAS;B&O Age SAS;KR 23 # 124 87 TO 1 OF 306;6375025;lmparra@bioage.com.co;Privada
Balmec SAS;Balmec SAS;CL 50 # 13 62 CS 607;7002219;balmecsas@gmail.com;Privada
Bavaria S.A.;Cerveceria De Bogota;AV BOYACA # 9 02;3477172;maria.alvarez@bav.sabmiller.com;Privada
Beauty Bloom SAS;Vellisimo Center Chico;KR 14 # 96 - 15 LC 1;7049040;jdminuta@gmail.com;Privada
Becerra Cely Asociados SAS;Odontología De Marlon Becerra Cedritos;AV 19 # 134 38;2535853;ombcedritos@hotmail.com;Privada
Becerra Torres Limitada;Becerra Torres Limitada;CL 90 # 11 44 CS 210;6102059;;Privada
Befit Ltda Sigla Befit Ltda;Befit Ltda  Sigla Befit Ltda;CL 127 # 19 A 28 CS 608;8102945;linaportizb1@hotmail.com;Privada
Bergander SAS;Orthoevolution IPS;CL 51 # 27-11;4672323;orthoevolution@gmail.com;Privada
Besa Spa SAS;Besa Spa SAS;CL 77 # 14 19 LC 101;6048990;marcoa8@hotmail.com;Privada
Best Lab SAS;Best Lab SAS;KR 96 C # 21 A 43;7430693;normasandovalangel@yahoo.com;Privada
Best Vision Eye Center Sa;Best Vision Eye Center Sa;CL 134 # 7 B 83 CS 917;6270525;info@bestvisioneyecenter.com;Privada
Bien Etre Medicina Estetica IPS SAS Sigla Bienetre IPS SAS;Bien Etre Medicina Estetica IPS SAS Sigla Bien Etre IPS SAS;CL 134 # 57 33;2268764;diego_bienetre@hotmail.com;Privada
Bienestar IPS S.A.S.;Bienestar IPS S.A.S. Chapinero;KR 7 # 52 53;4873535;lbeltran@cecam-ips.com;Privada
Bienestar Y Proteccion Laboral SAS Especialistas En Salud Ocupacional SAS;Bienestar Y Proteccion Laboral SAS Especialistas En Salud Ocupacional SAS;KR 10 A # 67 49;7046000 Ext. 103;dosorio@bpl.com.co;Privada
Bienestar Y Salud Empresarial SAS;Bienestar Y Salud Empresarial SAS;CL 67 # 10 A 40 PI 6 PI 7;2120777 Ext. 144;a.villamizar@solucioneshorizonte.com;Privada
Bienestares Centro Integral De Medicinas Complementarias Para El Manejo Del Dolor SAS;Bienestares Asistencial;CL 83 # 19 36 CS 603;6183454;ipsbienestares@gmail.com;Privada
Bilab Salud Ocupacional Ltda;Bilab Salud Ocupacional Ltda;CL 67 # 11 38 PI 2;2490460;bilabso@hotmail.com;Privada
Bio Alga SAS;Bio Alga Galerias;KR 21 # 53 D 14;3103018;agcastrodelgado@hotmail.com;Privada
Bio Alga SAS;Bio Alga SAS;KR 11 A # 98 15;6107147;agcastrodelgado@hotmail.com;Privada
Bio Alga SAS;Bio Alga Sur;KR 71 D # 6 94 SUR LC 4504;4136466;agcastrodelgado@hotmail.com;Privada
Bio Alternativa Unidad Medica Ltda;Bio Alternativa Unidad Medica Ltda;CL 43 # 67 A 18;6097555;info@bioalternativa.com;Privada
Bio Oral Ltda;Bio Oral Ltda;AC 24 # 97 03 PI 2;4182811;bio.oral1@gmail.com;Privada
Bio The Care Chico SAS;Bio The Care Chico SAS;AC 92 # 15 15 LC 1;6364478;angelahernandez@hotmail.com;Privada
Biocalmedica Medicina Biologica Especializada Y Cia Ltda;Biocalmedica Medicina Biologica Especializada Y Cia Ltda;CL 73 # 7 50 AP 101;2558892;biocalmedica@gmail.com;Privada
Biodiagnostical Laboratorios Ltda.;Biodiagnostical Laboratorios;KR 13 A # 37 45;2459049;biodiagnosticallboratorios@hotmail.com;Privada
Biodiagnostico Ltda;Biodiagnostico Ltda;CL 76 # 11 52;3131355;biodiagnostico@telecom.com.co;Privada
Biodiagnostico Ltda;Biodiagnostico Ltda - Alamos;DG 61 # 89 A 85;4380800;biodiagnostico@telecom.com.co;Privada
Biodiagnostico Ltda;Biodiagnostico Ltda - Clínica;CL 71 # 10 43;5430170;;Privada
Biodiagnostico Ltda;Biodiagnostico Ltda - Suba;CL 139 # 95 A 30;6821400;;Privada
Biodiagnostico Ltda;Biodiagnostico Sede Kennedy Contributivo;KR 80# 35 39 SUR;2787807;biodiagnostico@telecom.com.co;Privada
Biodiagnostico Ltda.;Biodiagnostico Ltda. - Bosa;CL 59 B SUR # 88 46;7804720;;Privada
Biodiagnostico Ltda.;Sosiego Contributivo;KR 8 A # 15 91 SUR;3660915;;Privada
Bioeximagen E U;Bioeximagen Normandia;KR 71 B # 51 09;5497090;bioexixmagen@hotmail.com;Privada
Biologia Molecular Ltda Biomol Ltda;Biologia Molecular Ltda Biomol Ltda;KR 16 A # 85 29;6083981;iaragon@biomol-latinamerica.com;Privada
Biologischehomoopatische Laboratorien Ltda;Agua Viva Instituto De Medicina Alternativa Ltda;CL 81 # 19 A 38;6101423;aguaviva1016@gmail.com;Privada
Biomab I P S SAS Sigla Biomab I P S;Biomab I P S SAS Sigla Biomab I P S;AV 9 # 123 36 PS 2;6104988;jpcaicedo@biomabips.com;Privada
Biomed Salud Alternativa SAS;Biomed Salud Alternativa SAS;CL 36 SUR # 73 D 77;3142218208;biomedsaludalternativa@gmail.com;Privada
Biomedicina Ocupacional SAS;Biomedicina Ocupacional SAS;KR 37 B # 09 SUR 13 PI 1;2068956;biomedicinaocupacional@hotmail.com;Privada
Biomertlab Ltda;Biomertlab Ltda;AC 127 # 20 78 CS 416;6154711;biomertlab416@hotmail.com;Privada
Biomolecular Diagnostica Ltda;Biomolecular Diagnostica Ltda;CL 102 A # 45 46;6216563-2564281;bio.molecular@yahoo.es;Privada
Bionuclear Ltda;Bionuclear;AK 45 # 106 30 PI 2;6207838;bionuclearltda@hotmail.com;Privada
Biopilares SAS;Biopilares SAS;CL 145 # 9 83;7034202;pilaresspa@gmail.com;Privada
Biosaludnatural Eu;Biosaludnatural Eu;KR 35 A # 56 54;3242707;;Privada
Bioskin Salud Y Estetica S.A;Bio Skin Salud Y Estetica;CL 127 # 19 A 28 CS 309;6272341;info@thermosthetic.com;Privada
Biotecnologia Y Genetica S.A. Biotecgen S.A.;Biotecgen Laboratorio Clínico;CL 119 # 49 26 OF 206;6372535;biotecgen@biotecgen.com.co;Privada
Biotecnologia Y Genetica S.A. Biotecgen S.A.;Biotecnologia Y Genetica S.A. Biotecgen S.A.;CL 103 A # 21 49;2561257;biotecgen@gmail.com;Privada
Biotest Laboratorio Clínico Empresa Unipersonal;Biotest Laboratorio Clínico Empresa Unipersonal;TV 59 # 106 12;3100107;biotest_labclinicoeyahoo.es;Privada
Biothecare Colombia SAS;Biothecare Colombia SAS;CL 122 # 15 16 PI 2 OF 201;3152158643;ignaciokromer@biothecareestetika.com;Privada
Blanco Clínica Odontológica;Blanco Clínica Odontológica;AC 68 # 76 43;2520088;;Privada
Blanco Clínicas Odontológicas Ltda;Blanco Clínica Odontológica;CL 72 # 76 43;2520088;blancoclinod@yahoo.es;Privada
Blanco Odontología Especializada;Blanco Odontología Especializada;AV ROJAS # 72 29;2246658;;Privada
Blue Laser Medicina Integral Sa;Blue Laser;CL 52 # 71D  37 LC 2;3144425643;clinicabluelaser@yahoo.com;Privada
Bocas Clínica Odontológica Ltda;Bocas Chico;CL 93 B # 16 08 CS 207;2223037;bocasodontologia@yahoo.com;Privada
Bocas Clínica Odontológica Ltda;Bocas Clínica Odontológica;CL 44 # 59 12 PI 3;2214579;bocasodontologia@yahoo.com;Privada
Body Health And Beauty Gym Bhb Ltda;Body Health And Beauty Gym;AV BOYACA # 8 B 05;4175012;bhbgym_5@hotmail.com;Privada
Bogota Plastic Surgery Center E.U.;Bogota Plastic Surgery Center E.U.;CL 93 # 19 58;3133918993;bogota_plastic_surgery@hotmail.com;Privada
Bogota Plastic Surgery SAS;Bogota Plastic Surgery SAS;AC 100 # 19 61 OF 301;3133918993;bogotaplasticsas@hotmail.com;Privada
Boston Medical Care SAS IPS;Centro Especializado En Cuidado De Heridas Y Ostomias;CL 127 # 19 A 28 CS 602 y 603;2749424;bmc.ips@bostonmeddevice.com;Privada
Boston Medical Care SAS IPS;Centro Especializado En El Cuidado De Heridas Y Ostomias;CL 23 # 66 46 IN 4 CS 711 717 718;2202700;elba.umbarila@convatec.com;Privada
Boston Medical Care SAS IPS;Centro Especializado En El Cuidado De Heridas Y Ostomias;CL 76 # 11 17 LC 2;3269460;bmc.ips@bostonmeddevice.com;Privada
Boston Medical Group De Colombia S.A.S.;Bmgc Bogota;KR 10 # 97 A 13 OF 303 TO A;7446444;jsaffon@bostonmedical.com.co;Privada
Boston Medical Group De Colombia S.A.S.;Bmgc El Dorado;AC 26 # 69 63 OF 314;3208899777;saffon@bostonmedical.com.co;Privada
Botello Alhippio SAS;Botelldent Odontología Especializada;KR 19 C # 86 30 CS 305;6108877;botedent@hotmail.com;Privada
Botello Alhippio SAS;Botelldent Odontología Especializada  - Sede Suba;CL 150 A # 103 C 80 PI 2;4836446;botedent@hotmail.com;Privada
Brain Fitness Limitada;Brain Fitness Limitada;KR 23 # 114 A 33 CS 103 A;4934677;brainfitness@hotmail.com;Privada
Braquiterapia Marly Ltda;Braquiterapia Marly Ltda;KR 9 # 49 22 CS 206 BUNKER BQT;2878154;cielocantillo@hotmail.com;Privada
Braquiterapia Marly Ltda;Braquiterapia Marly Ltda;KR 9 # 49 22 CS 206 BUNKER BQT;2887446;cbastidasjimenez@yahoo.com.mx;Privada
Buitrago & Alvarez SAS;Oralmedic Sede Quirigua;CL 80 C  # 94 12;4422061;gerencia@oralmedic.com.co;Privada
Buitrago & Grandas SAS;Oralmedic Santa Librada;CL 74 C SUR # 0 34;2726484;gerencia@oralmedic.com.co;Privada
Buitrago Avila Camargo SAS;Oralmedic Clínicas Odontológicas Sede Fontibon;KR 99 # 20 34;2393454;oralmedicc@hotmail.com;Privada
Buitrago Buitrago Camargo Ltda;Oralmedic Clínicas Odontológicas Sede Fontibon II;KR 99 # 18 18;2980714;oralmedicc@hotmail.com;Privada
Buitrago Sanchez Camargo SAS;Oralmedic Clínica Odontológicas Sede Kenedy;TV 73 D # 39 - 33 SUR PI 1;2726484;oralmedicc@hotmail.com;Privada
Buitrago SAS;Dident Buitrago;AK 30 # 4 A 58;3702999;margoth0528@hotmail.com;Privada
Bustos Y Gómez Ltda.;Odontofresh;CL 44 SUR # 25 36;5641498;;Privada
Bustos Y Gómez Ltda.;Odontoplus;CL 44 SUR # 21 32;7604643;;Privada
C & C Company Ltda;C & C Company Ltda;CL 53 B # 24 80 CS 203;2114481;c&ccompany@hotmail.com;Privada
C & C Company Ltda;C & C Company Ltda;CL 53 B # 24 80 CS 414;3460395;c&ccompany@hotmail.com;Privada
C & C Company Ltda;C & C Company Ltda;CL 53 B 24 80 CS 412;3460507;c&ccompany@hotmail.com;Privada
C & C Company Ltda;C & C Company Ltda;CL 73 # 7 50 CS 301;2114481;c&ccompany@hotmail.com;Privada
C & C Company Ltda.;C & C Company Ltda.;CL 18 SUR # 18 29 CS 403;3615319;yccompanyltda@gmail.com;Privada
C E U S A Centro De Especialistas En Urología S A;C E U S A Sede Kennedy;TV 78 H # 41 C 48 SUR;4039393 Ext. 2135;;Privada
C Y R Salud Ltda.;C Y R Salud Ltda.;KR 13 # 37 43 PI 10;2321003;cyrsaludltda@gmail.com;Privada
C.M.E. Centro Medico Y De Estetica E.U;C.M.E. Centro Medico Y De Estetica;CL 46 # 59 53;2211464;cmestetica_2@hotmail.com;Privada
C.P.O. S.A.;20 De Julio Cpo;KR 9 A # 20 33 SUR CS 113 Y CS 3;3611247;tatianaj@saludtotal.com.co;Privada
C.P.O. S.A.;Calle 100 C P O;CL 100 # 23 59;2561126;tatianaj@saludtotal.com.co;Privada
C.P.O. S.A.;Calle 98;KR 49 # 98 A 18;6105710;tatianaj@saludtotal.com.co;Privada
C.P.O. S.A.;Castellana Cpo;KR 45 # 93 79;2561126;tatianaj@saludtotal.com.co;Privada
C.P.O. S.A.;Chapinero Cpo;AV CARACAS # 49 83 PI 1 CS 113;2320888;tatianaj@saludtotal.com.co;Privada
C.P.O. S.A.;Fontibon Cpo;DG 16 # 104 51 LC 11 PI 1 CS 1;4224959;tatianaj@saludtotal.com.co;Privada
C.P.O. S.A.;Kennedy Cpo;KR 78 F # 41 B 06 SUR CS 113 Y 301;4038205;tatianaj@saludtotal.com.co;Privada
C.P.O. S.A.;Odontoamericas C.P.O.;AV LAS AMERICAS # 66 A 27;2612455;tatianaj@saludtotal.com.co;Privada
C.P.O. S.A.;Olaya Cpo;CL 27 SUR # 21 A 47 CS 113;3725000;tatianaj@saludtotal.com.co;Privada
C.P.O. S.A.;Torre 6 - Cpo;KR 20 # 23 04 SUR;3612888;tatianaj@saludtotal.com.co;Privada
Cad Proyecto De Vida SAS;Cad Proyecto De Vida S.A.S.;CL 118 # 18 B 40;6199979;cadproyectodevida@gmail.com;Privada
Cafesalud Medicina Prepagada S.A-Centro Medico Diagnósticos De Medicina Prepagada;Cafesalud Medicina Prepagada S.A.- Centro Medico Diagnóstico Palermo;CL 47 # 22 59;3233750-3233752;www.cafesadmp.com;Privada
Cafesalud Medicina Prepagada S.A-Centro Medico Diagnósticos De Medicina Prepagada;Cafesalud Medicina Prepagada S.A-Centro Medico Diagnósticos De Medicina Prepagada;KR 14 # 94 49;5924501;;Privada
Cafesalud Medicina Prepagada S.A-Centro Medico Diagnósticos De Medicina Prepagada;Centro Medico Diagnósticos De Medicina Prepagada Toma De Muestras Laboratorio Centro Medico Diagnost;KR 16 # 82 74 CS 713;5924501;;Privada
Caip Centro De Atención Integral En Psicologia SAS Sigla Caip SAS;Caip Centro De Atención Integral En Psicologia SAS Sigla Caip SAS;KR 23 # 150 94;6005673;sgalvisdiaz@gmail.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Integral De Diagnóstico Colsubsidio;KR 43 # 13 66-70;7420100;ricardo.herrera@colsubsidio.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico  Colsubsidio Pontevedra;AC 116 # 71 21;3432543;salud.colsubsidio@colsubsidio.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Américas;AC 9 # 61 43;3497980;juan.trujillo@colsubsidio.com.co;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Colsubsidio Chicala;KR 85 C# 53 21 SUR;7839591;salud.cosubsidio.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Colsubsidio Fontibon;CL 17 # 114 12 LC 5 6 18;2878136;salud.colsubsidio@colsubsidio.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Colsubsidio Ipanema;CL 26 SUR # 93 D 12;4673524;zlfmcmi@colsubsidio.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Colsubsidio La Capilla;KR 13 # 49 55;3431899;salud.colsubsidio@colsubsidio.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Colsubsidio Minuto De Dios;TV 76 # 81 I 16;2766394;alexandra.rodriguez@colsubsidio.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Colsubsidio Paiba;AK 30 # 12 33;3751686;sandra.abril@colsubsidio.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Colsubsidio Portal Del Norte;AK 45 # 176 31 PI 2;3432543-3432537;salud.colsubsidio@colsubsidio.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Colsubsidio Porvenir;CL 54 F Sur # 93 C 18 LC 251;7420100;henry.cordon@colsubsidio.com;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Colsubsidio Primero De Mayo;TV 78 H # 42 C 10 SUR PI 2;4505552;natalia.rodriguez@colsubsidio;Privada
Caja Colombiana De Subsidio Familiar Colsubsidio;Centro Medico Colsubsidio Puente Aranda;AC 13 # 62 96;3431899;salud.colsubsidio@colsubsidio.com;Privada
