,nom_sede_ips,nit_ips,naturaleza,nivel_atencion,grupo_capacidad,descripcion_capacidad,capacidad
7031,AEROSANIDAD,900236791,Privada,,SALAS,Procedimientos,1.0
7034,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA SEDE POBLADO,830001007,Privada,,SALAS,Procedimientos,1.0
7045,UNIDAD INTEGRAL EN SALUD POBLADO,900363673,Privada,,SALAS,Procedimientos,1.0
7046,UNIDAD INTEGRAL EN SALUD LAURELES,900363673,Privada,,SALAS,Procedimientos,1.0
7047,SINERGIA SALUD ATENCION BASICA BELEN,900363673,Privada,,SALAS,Procedimientos,1.0
7049,HOSPITAL ORTOPEDICO SEDE 1,900412444,Privada,,SALAS,Procedimientos,1.0
7056,DAVITA MEDELLIN,900532504,Privada,,SALAS,Procedimientos,1.0
7057,MISION SALUD INTERNACIONAL SAS - MEDELLIN,900116722,Privada,,SALAS,Procedimientos,1.0
7066,VIRREY SOLIS I.P.S S.A SAN DIEGO,800003765,Privada,,SALAS,Procedimientos,1.0
7105,RTS SUCURSAL HOSPITAL SAN JUAN DE DIOS RIONEGRO,805011262,Privada,,SALAS,Procedimientos,1.0
7107,FRESENIUS MEDICAL CARE COLOMBIA SA UNIDAD RENAL CLINICA SOMER,830007355,Privada,,SALAS,Procedimientos,1.0
7110,AEROSANIDAD,900236791,Privada,,SALAS,Procedimientos,1.0
7111,RIONEGRO,900277244,Privada,,SALAS,Procedimientos,1.0
7203,SERVICIO CARDIOLOGICO DEL LLANO E.U,844002258,Privada,,SALAS,Procedimientos,1.0
7242,RTS SUCURSAL BARRANQUILLA,805011262,Privada,,SALAS,Procedimientos,1.0
7253,CLINICA COLSANITAS S. A,800149384,Privada,,CAMAS,Pediátrica,1.0
7259,BIENESTAR IPS S.A.S. CENTRO MEDICO DE ESPECIALISTAS,800223206,Privada,,SALAS,Quirófano,1.0
7277,Medicarte Barranquilla,900219866,Privada,,SALAS,Procedimientos,1.0
7291,SINERGIA ATENCION BASICA BARRANQUILLA,900363673,Privada,,SALAS,Procedimientos,1.0
7293,LAFAM CENTRO OFTALMOLOGICO,900407148,Privada,,SALAS,Procedimientos,1.0
7294,Helpharma Barranquilla,900277244,Privada,,SALAS,Procedimientos,1.0
7298,DAVITA BARRANQUILLA,900532504,Privada,,SALAS,Procedimientos,1.0
7299,MISION SALUD INTERNACIONAL - BARRANQUILLA,900116722,Privada,,SALAS,Procedimientos,1.0
7330,IDIME S.A COMPENSAR 26,800065396,Privada,,SALAS,Procedimientos,1.0
7395,AEROSANIDAD,900236791,Privada,,SALAS,Procedimientos,1.0
7401,INSTITUTO NACIONAL DEL RIÑON LTDA,800241339,Privada,,SALAS,Procedimientos,1.0
7402,CLINICA MEDICO OFTALMOLOGICA DEL NIÑO Y DEL ADULTO S.A,830049044,Privada,,SALAS,Quirófano,1.0
7403,CLINICA BARRAQUER,860006626,Privada,,CAMAS,Pediátrica,1.0
7404,INSTITUTO OFTALMOLOGICO SALAMANCA S.A IOSAL,830053297,Privada,,SALAS,Quirófano,1.0
7405,IDIME S.A SEDE NORTE,800065396,Privada,,SALAS,Procedimientos,1.0
7406,SOCIEDAD DE OFTALMOLOGIA EDUARDO ARENAS ARCHILA,860048345,Privada,,SALAS,Quirófano,1.0
7407,INSTITUTO DE CORNEA,800089364,Privada,,SALAS,Quirófano,1.0
7408,NUEVA CLINICA MAGDALENA,860502092,Privada,,SALAS,Partos,1.0
7409,EXILASER S.A,830002198,Privada,,SALAS,Quirófano,1.0
7410,Sede Ambulatoria,830090073,Privada,,SALAS,Procedimientos,1.0
7411,CENTRO INTEGRAL DE ATENCION EN SALUD MENTAL LTDA,800091030,Privada,,CAMAS,Farmacodependencia,1.0
7412,CENTRO INTEGRAL DE ATENCION EN SALUD MENTAL LTDA,800091030,Privada,,SALAS,Partos,1.0
7413,CENTRO OCULAR DE MIOPIA DR RINCON,830102932,Privada,,SALAS,Quirófano,1.0
7414,UROBOSQUE S.A,830058292,Privada,,SALAS,Procedimientos,1.0
7415,CENTRO MEDICO COLMEDICA SEDE CEDRITOS,830001007,Privada,,SALAS,Procedimientos,1.0
7416,CENTRO DE DIAGNOSTICO ESPECIALIZADO BELLA SUIZA,830001007,Privada,,SALAS,Procedimientos,1.0
7417,REPROTEC CENTRO DE FERTILIDAD,800227333,Privada,,SALAS,Procedimientos,1.0
7418,CAFI CALLE 80,800215908,Privada,,SALAS,Procedimientos,1.0
7419,CAFI PUENTE ARANDA,800215908,Privada,,SALAS,Procedimientos,1.0
7420,CAFI RESTREPO,800215908,Privada,,SALAS,Procedimientos,1.0
7421,CAFI KENNEDY,800215908,Privada,,SALAS,Procedimientos,1.0
7422,CAFI CALLE 56,800215908,Privada,,SALAS,Procedimientos,1.0
7423,CAFI CALLE 106,800215908,Privada,,SALAS,Procedimientos,1.0
7424,CAFI CALLE 138,800215908,Privada,,SALAS,Procedimientos,1.0
7425,CENTRAL DE URGENCIAS Y ESPECIALISTAS CALLE 100 ESIMED,800215908,Privada,,SALAS,Procedimientos,1.0
7426,CAP CENTRO DE ATENCIÓN PRIORITARIA ESIMED,800215908,Privada,,SALAS,Procedimientos,1.0
7427,CLINICA ESIMED POLICARPA,800215908,Privada,,SALAS,Procedimientos,1.0
7428,CLINICA ESIMED BOGOTA NORTE,800215908,Privada,,SALAS,Procedimientos,1.0
7429,CLINICA ESIMED CENTRO,800215908,Privada,,SALAS,Quirófano,1.0
7430,CLINICA ESIMED CENTRO,800215908,Privada,,SALAS,Procedimientos,1.0
7431,CLINICA ESIMED MATERNO INFANTIL,800215908,Privada,,SALAS,Partos,1.0
7432,UNIDAD DE FERTILIDAD DEL COUNTRY LTDA,800075619,Privada,,SALAS,Procedimientos,1.0
7433,UNIDAD DE ATENCION PRIMARIA DARSALUD,830025766,Privada,,SALAS,Procedimientos,1.0
7434,INNOVA CIRUGIA PLASTICA ESTETIC A LTDA,830077823,Privada,,SALAS,Quirófano,1.0
7435,DEXA DIAB SERVICIOS MEDICOS LTDA,830013594,Privada,,SALAS,Procedimientos,1.0
7436,Centro de Atención en Salud Cafam Clínica,860013570,Privada,,CAMAS,Cuidado Intensivo Pediátrico,1.0
7437,FUNDACION SANTA FE DE BOGOTA - CENTRO DE ATENCION PRIORITARIA,860037950,Privada,,SALAS,Procedimientos,1.0
7438,FUNDACION OPERACION SONRISA COLOMBIA,800252821,Privada,,SALAS,Quirófano,1.0
7439,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,899999092,Pública,3.0,CAMAS,Cuidado Intermedio Pediátrico,1.0
7440,CIENCIA Y ESTETICA CIRUGIA PLASTICA,830089570,Privada,,SALAS,Procedimientos,1.0
7441,CENTRO DE DIAGNOSTICO Y DE CIRUGÍA AMBULATORIA USANAR LTDA SIGLA CDQ - USANAR,860450371,Privada,,SALAS,Procedimientos,1.0
7442,RTS SUCURSAL CARDIOINFANTIL,805011262,Privada,,SALAS,Procedimientos,1.0
7443,RTS AGENCIA NAVARRA,805011262,Privada,,SALAS,Procedimientos,1.0
7444,RTS AGENCIA SAN RAFAEL,805011262,Privada,,SALAS,Procedimientos,1.0
7445,RTS AGENCIA SANTA CLARA,805011262,Privada,,SALAS,Procedimientos,1.0
7446,RTS AGENCIA HOSPITAL MILITAR CENTRAL,805011262,Privada,,SALAS,Procedimientos,1.0
7447,RTS AGENCIA LA SOLEDAD,805011262,Privada,,SALAS,Procedimientos,1.0
7448,RTS AGENCIA UNIVERSIDAD NACIONAL,805011262,Privada,,SALAS,Procedimientos,1.0
7449,CLINICA DE TRAUMATOLOGIA Y ORTOPEDIA,860079997,Privada,,SALAS,Quirófano,1.0
7450,UNIDAD DE SERVICIOS DE SALUD AUTOPISTA SUR,860066942,Privada,,SALAS,Procedimientos,1.0
7451,INSTITUTO DE CIRUGIA OCULAR PALERMO,800048248,Privada,,SALAS,Quirófano,1.0
7452,CENTRO OFTALMOLOGICO COLOMBIANO,800061267,Privada,,SALAS,Quirófano,1.0
7453,IPS SURA OLAYA BOGOTA,811007832,Privada,,SALAS,Procedimientos,1.0
7454,CLINICA DE LA MUJER,800117564,Privada,,CAMAS,Cuidado Intermedio Adulto,1.0
7455,CLINICA DE LA MUJER,800117564,Privada,,SALAS,Partos,1.0
7456,Centro de Fertilidad Clínica de la Mujer,800117564,Privada,,SALAS,Procedimientos,1.0
7457,CLINICA PARTENON CONSULTA EXTERNA,800085486,Privada,,SALAS,Procedimientos,1.0
7458,CLINICA MATERNO INFANTIL COLSUBSIDIO,860007336,Privada,,CAMAS,Cuidado Intensivo Adulto,1.0
7459,CLINICA MATERNO INFANTIL COLSUBSIDIO,860007336,Privada,,SALAS,Quirófano,1.0
7460,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,860013874,Privada,,CAMAS,Cuidado Intermedio Adulto,1.0
7461,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,860013874,Privada,,CAMAS,Cuidado Intensivo Adulto,1.0
7462,OSTRAUMA LTDA,800169802,Privada,,SALAS,Procedimientos,1.0
7463,IPS CLINICA JOSE A RIVAS S.A. OTORRINOLARINGOLOGIA,800149169,Privada,,CAMAS,Adultos,1.0
7464,CLINICA SANARTE,830118794,Privada,,SALAS,Quirófano,1.0
7465,ORIENTAME - SEDE USAQUEN,860049972,Privada,,SALAS,Quirófano,1.0
7466,ORIENTAME - SEDE USAQUEN,860049972,Privada,,SALAS,Procedimientos,1.0
7467,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,860013779,Privada,,SALAS,Procedimientos,1.0
7468,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,860013779,Privada,,SALAS,Procedimientos,1.0
7469,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,860035992,Privada,,CAMAS,Cuidado Intermedio Pediátrico,1.0
7470,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,860035992,Privada,,CAMAS,Cuidado Intermedio Adulto,1.0
7471,CLINICA DEL SENO IPS LTDA,830117759,Privada,,SALAS,Quirófano,1.0
7472,CLINICA SANTA CATALINA,800074904,Privada,,SALAS,Quirófano,1.0
7473,CLINICA REINA SOFIA,800149384,Privada,,SALAS,Partos,1.0
7474,CLINICA UNIVERSITARIA COLOMBIA,800149384,Privada,,CAMAS,Cuidado Intermedio Pediátrico,1.0
7475,CLINISANITAS LA CALLEJA,800149384,Privada,,SALAS,Procedimientos,1.0
7476,JAVESALUD SANTA BARBARA,830018305,Privada,,SALAS,Procedimientos,1.0
7477,JAVESALUD SANTA BEATRIZ,830018305,Privada,,SALAS,Procedimientos,1.0
7478,JAVESALUD ALLIANZ,830018305,Privada,,SALAS,Procedimientos,1.0
7479,JAVESALUD ALLIANZ SALITRE,830018305,Privada,,SALAS,Procedimientos,1.0
7480,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,899999032,Pública,3.0,SALAS,Partos,1.0
7481,CLINICA DE MARLY,860002541,Privada,,SALAS,Partos,1.0
7482,VIRREY SOLIS I.P.S S.A. OLAYA,800003765,Privada,,SALAS,Procedimientos,1.0
7484,VIRREY SOLIS I.P.S S.A. AMERICAS,800003765,Privada,,SALAS,Procedimientos,1.0
7485,VIRREY SOLIS I.P.S S.A. OCCIDENTE,800003765,Privada,,SALAS,Procedimientos,1.0
7486,VIRREY SOLIS IPS S.A CHAPINERO,800003765,Privada,,SALAS,Procedimientos,1.0
7487,VIRREY SOLIS IPS S.A - SUBA,800003765,Privada,,SALAS,Procedimientos,1.0
7488,VIRREY SOLIS IPS.S.A. CALLE 98,800003765,Privada,,SALAS,Procedimientos,1.0
7489,VIRREY SOLIS IPS S.A CALLE 102,800003765,Privada,,SALAS,Procedimientos,1.0
7490,VIRREY SOLIS IPS S.A. BOSA,800003765,Privada,,SALAS,Procedimientos,1.0
7491,CENTRO DIAGNOSTICO - CLINICA DEL COUNTRY,830005028,Privada,,SALAS,Procedimientos,1.0
7492,CENTRO DE ESPECIALIDADES MEDICO QUIRURGICAS LTDA,830103663,Privada,,SALAS,Quirófano,1.0
7493,FOQUS IPS SAS,830043220,Privada,,SALAS,Procedimientos,1.0
7494,CLINICA DEL OCCIDENTE S.A.,860090566,Privada,,SALAS,Partos,1.0
7495,Instituto de Oncologia y Medicina Especializada del Occidente IOMED,860090566,Privada,,SALAS,Procedimientos,1.0
7496,INSTITUTO MEDICO DE ESPECIALISTAS CLINICA DE ESPECIALISTAS CENTROODONTOLOGICO,860074971,Privada,,SALAS,Quirófano,1.0
7497,OPTISALUD,800119574,Privada,,SALAS,Quirófano,1.0
7498,CENTRO DE SALUD JUAN BONAL,830040342,Privada,,SALAS,Quirófano,1.0
7499,CLINICA FEDERMAN,860066191,Privada,,SALAS,Partos,1.0
7500,CLINICA FUNDADORES,860066191,Privada,,SALAS,Procedimientos,1.0
7501,CENTRO MEDICO MEDICOS ASOCIADOS NUEVO NORTE,860066191,Privada,,SALAS,Procedimientos,1.0
7502,INSTITUTO MEDICO DE ESPECIALISTAS FUNDADORES,860066191,Privada,,SALAS,Procedimientos,1.0
7503,FUNDACION NEUMOLOGICA COLOMBIANA,800180553,Privada,,SALAS,Quirófano,1.0
7504,CLINICA VASCULAR DE BOGOTA,800201018,Privada,,SALAS,Procedimientos,1.0
7505,ASISTIR SALUD SAS ENGATIVA,800216958,Privada,,SALAS,Procedimientos,1.0
7506,RADA AESTHETIC Y SPA,830130407,Privada,,SALAS,Procedimientos,1.0
7507,RIESGO DE FRACTURA S.A.,830027158,Privada,,SALAS,Procedimientos,1.0
7508,COLOMBIANA DE TRASPLANTES SEDE NORTE,830120157,Privada,,SALAS,Quirófano,1.0
7509,CENTRO NACIONAL DE ONCOLOGIA S.A.,804013017,Privada,,SALAS,Procedimientos,1.0
7510,LINDE COLOMBIA AGENCIA REMEO CENTER BOGOTA,860005114,Privada,,CAMAS,Adultos,1.0
7511,CENTRO DE SALUD CIRUGIA ESTETICA AMBULATORIA,900006808,Privada,,SALAS,Quirófano,1.0
7512,Centro de Dermatologia y Cirugia Dermatologica del Country CDCD LTDA,900096797,Privada,,SALAS,Procedimientos,1.0
7513,INNOVATION MEDICAL CENTER LTDA,900021437,Privada,,SALAS,Quirófano,1.0
7514,SOCIEDAD ONCOLOGICA ONCOCARE LTDA. SIGLA ONCOCARE LTDA,900078685,Privada,,SALAS,Procedimientos,1.0
7515,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,900098476,Privada,,CAMAS,Cuidado Intermedio Pediátrico,1.0
7516,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,900098476,Privada,,CAMAS,Cuidado Intermedio Adulto,1.0
7517,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,900098476,Privada,,SALAS,Procedimientos,1.0
7518,EMURACENTER LATINOAMERICA EU,900113458,Privada,,SALAS,Procedimientos,1.0
7519,"PREVENCIÓN, ATENCIÓN E INVESTIGACIÓN EN SALUD LTDA, PAIS",900085600,Privada,,SALAS,Procedimientos,1.0
7520,CORPOESCULTURA IPS E.U,900173342,Privada,,SALAS,Quirófano,1.0
7521,UNIDAD QUIRURGICA DEPIEL,900126068,Privada,,SALAS,Quirófano,1.0
7522,VIVIRSALUD UNIDAD MEDICOQUIRURGICA DE ESPECIALISTAS,900175878,Privada,,SALAS,Quirófano,1.0
7523,COLTRAUMA S.A.S,900167843,Privada,,SALAS,Procedimientos,1.0
7524,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,900210981,Privada,,SALAS,Procedimientos,1.0
7525,ORGANIZACIÓN PRAGMA DE COLOMBIA,900211766,Privada,,SALAS,Quirófano,1.0
7526,INSTITUTO DEL CORAZON DE BOGOTA,804014839,Privada,,SALAS,Quirófano,1.0
7527,CFZ MEDICINA ESTETICA LTDA,900200848,Privada,,SALAS,Procedimientos,1.0
7528,CENTRO LASER DE ENFERMEDADES VENOSAS SAS,900252836,Privada,,SALAS,Procedimientos,1.0
7529,SERVICIOS OFTALMOLOGICOS OFTALMOCENTER LTDA SIGLA OFTALMOCENTER LTDA,900159763,Privada,,SALAS,Quirófano,1.0
7530,CLINICA SANTA TERESITA DEL NIÑO JESUS S.A.,900211668,Privada,,SALAS,Quirófano,1.0
7531,LEONARDO PINZON BARRETO MEDICOS ASOCIADOS SAS,900266208,Privada,,SALAS,Procedimientos,1.0
7532,CENTRO OFTALMOLOGICO MICROCIRUGIA DEL OJO SAS,900294949,Privada,,SALAS,Quirófano,1.0
7533,Cirugia Estetica S.A.S.,900071884,Privada,,SALAS,Procedimientos,1.0
7534,BIENESTAR IPS S.A.S. SEDE COLINAS,800223206,Privada,,SALAS,Procedimientos,1.0
7535,BIENESTAR IPS SEDE FONTIBON,800223206,Privada,,SALAS,Procedimientos,1.0
7536,BIENESTAR SEDE CENTENARIO,800223206,Privada,,SALAS,Procedimientos,1.0
7537,BIENESTAR IPS SEDE CIUDAD BOLIVAR,800223206,Privada,,SALAS,Procedimientos,1.0
7538,BIENESTAR IPS SEDE BOSA,800223206,Privada,,SALAS,Procedimientos,1.0
7539,BIENESTAR IPS SEDE CLÍNICA SAN SEBASTIAN,800223206,Privada,,SALAS,Procedimientos,1.0
7540,MEDICARTE AGENCIA BOGOTÁ,900219866,Privada,,SALAS,Procedimientos,1.0
7541,AUDIFONOS ALCIRA RAMIREZ SAS,900232301,Privada,,SALAS,Quirófano,1.0
7542,AUDIFONOS ALCIRA RAMIREZ SAS,900232301,Privada,,SALAS,Procedimientos,1.0
7543,NEXUS GROUP SAS,900167158,Privada,,SALAS,Quirófano,1.0
7544,NEXUS GROUP SAS,900167158,Privada,,SALAS,Procedimientos,1.0
7545,RANGEL REHABILITACION,900352592,Privada,,SALAS,Procedimientos,1.0
7546,DR ALVARO ACOSTA DE HART IPS SAS,900377327,Privada,,SALAS,Procedimientos,1.0
7547,Medicentro Familiar IPS SAS,900385628,Privada,,SALAS,Procedimientos,1.0
7548,BIOMAB I P S SAS SIGLA BIOMAB I P S,900374337,Privada,,SALAS,Procedimientos,1.0
7549,CLINICA COLOMBIANA DE ORTODONCIA YABA S.A.S N.1,900394071,Privada,,SALAS,Quirófano,1.0
7550,SIES SALUD PUENTE ARANDA,900123436,Privada,,SALAS,Procedimientos,1.0
7551,Complejo Internacional de Cirugia Plastica S A,900218008,Privada,,SALAS,Procedimientos,1.0
7552,INSTITUTO DE FERTILIDAD HUMANA SAS,900422248,Privada,,SALAS,Procedimientos,1.0
7553,INTERVENIR SALUD IPS SAS,900143900,Privada,,SALAS,Procedimientos,1.0
7554,GAVAVISION UNIDAD DE ESPECIALISTAS SUCURSAL BOGOTA,900106018,Privada,,SALAS,Quirófano,1.0
7555,ILANS INSTITUTO LATINOAMERICANO DE NEUROLOGÍA Y SISTEMA NERVIOSO,900267940,Privada,,SALAS,Quirófano,1.0
7556,LAFAM CLINICA OFTALMOLOGICA,900407148,Privada,,SALAS,Quirófano,1.0
7557,LAFAM CLINICA OFTALMOLOGICA,900407148,Privada,,SALAS,Procedimientos,1.0
7558,DENTISALUD RESTREPO-GRUPO EMPRESARIAL SEVILLA SAS,900429381,Privada,,SALAS,Quirófano,1.0
7559,UNIDAD INTEGRAL EN SALUD BOGOTA,900363673,Privada,,SALAS,Procedimientos,1.0
7560,SINERGIA SALUD ATENCION BASICA LOURDES,900363673,Privada,,SALAS,Procedimientos,1.0
7561,CENTRO HOSPITALARIO SAN NICOLAS,900536325,Privada,,SALAS,Quirófano,1.0
7562,CENTRO HOSPITALARIO SAN NICOLAS,900536325,Privada,,SALAS,Procedimientos,1.0
7563,DAVITA BOGOTA CENTRO LA 26,900532504,Privada,,SALAS,Procedimientos,1.0
7564,DAVITA BOGOTA SANTA MARIA DEL LAGO,900532504,Privada,,SALAS,Procedimientos,1.0
7565,DAVITA BOGOTA AUTOPISTA NORTE,900532504,Privada,,SALAS,Procedimientos,1.0
7566,UNIDAD RENAL DAVITA SAN CARLOS,900532504,Privada,,SALAS,Procedimientos,1.0
7567,Oftalmover S.A.S,900545277,Privada,,SALAS,Quirófano,1.0
7568,ADMINISTRADORA CLINICA LA COLINA SAS,900582598,Privada,,SALAS,Partos,1.0
7569,CLINICA SAN FRANCISCO DE ASIS S.A.S,900613550,Privada,,SALAS,Quirófano,1.0
7570,CEMAE SAS,900689027,Privada,,SALAS,Procedimientos,1.0
7571,ART MEDICA S.A.S BOGOTA,900298928,Privada,,SALAS,Procedimientos,1.0
7572,CENTRO DE EXPERTOS PARA LA ATENCION INTEGRAL IPS SAS SIGLA CEPAIN IPS SAS,900772053,Privada,,SALAS,Procedimientos,1.0
7573,U + MOVIL CLINICAL ATTENTION GROUP IPS SA-SIGLA U+MOVIL IPS SA,900753563,Privada,,CAMAS,Cuidado Intermedio Adulto,1.0
7574,Cinthev,900537136,Privada,,SALAS,Procedimientos,1.0
7575,CMG CIRUGIAGASTRO,900639938,Privada,,SALAS,Procedimientos,1.0
7576,CIFES SAS,900870114,Privada,,SALAS,Procedimientos,1.0
7577,DIALY SER AMERICAS,900231793,Privada,,SALAS,Procedimientos,1.0
7578,healthy skin SAS,900799480,Privada,,SALAS,Procedimientos,1.0
7579,UNIDAD DE TRATAMIENTO DEL DOLOR COLOMBIA SAS. SIGLA: UTD-COLOMBIA,900828394,Privada,,SALAS,Procedimientos,1.0
7581,"Centro de Medicina Alternativa Integral SAS ""CENTRO MAI IPS""",900944986,Privada,,SALAS,Procedimientos,1.0
7582,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,900959051,Pública,3.0,CAMAS,Cuidado Intensivo Neonatal,1.0
7583,UNIDAD DE SERVICIOS DE SALUD PRIMERO DE MAYO,900959051,Pública,3.0,SALAS,Procedimientos,1.0
7584,UNIDAD DE SERVICIOS DE SALUD JORGE ELIECER GAITAN,900959051,Pública,3.0,SALAS,Procedimientos,1.0
7585,UNIDAD DE SERVICIOS DE SALUD BRAVO PAEZ,900959051,Pública,3.0,SALAS,Procedimientos,1.0
7586,UNIDAD DE SERVICIOS DE SALUD MATERNO INFANTIL,900959051,Pública,3.0,SALAS,Partos,1.0
7587,UNIDAD DE SERVICIOS DE SALUD VICTORIA,900959051,Pública,3.0,SALAS,Partos,1.0
7588,UNIDAD DE SERVICIOS DE SALUD AMBULATORIA SANTA CLARA,900959051,Pública,3.0,SALAS,Procedimientos,1.0
7589,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,900971006,Pública,3.0,CAMAS,Cuidado Intermedio Pediátrico,1.0
7590,UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80,900971006,Pública,3.0,SALAS,Partos,1.0
7591,UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80,900971006,Pública,3.0,SALAS,Procedimientos,1.0
7592,UNIDAD DE SERVICIOS DE SALUD EMAUS,900971006,Pública,3.0,CAMAS,Pediátrica,1.0
7593,UNIDAD DE SERVICIOS DE SALUD CHAPINERO,900971006,Pública,3.0,SALAS,Procedimientos,1.0
7594,UNIDAD DE SERVICIOS DE SALUD SANTA CECILIA,900971006,Pública,3.0,SALAS,Procedimientos,1.0
7595,UNIDAD DE SERVICIOS DE SALUD CODITO,900971006,Pública,3.0,SALAS,Procedimientos,1.0
7596,UNIDAD DE SERVICIOS DE SALUD ORQUÍDEAS,900971006,Pública,3.0,SALAS,Procedimientos,1.0
7597,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,900958564,Pública,3.0,SALAS,Partos,1.0
7598,UNIDAD DE SERVICIOS DE SALUD VENECIA,900958564,Pública,3.0,SALAS,Quirófano,1.0
7599,UNIDAD DE SERVICIOS DE SALUD EL CARMEN - MATERNO INFANTIL,900958564,Pública,3.0,SALAS,Quirófano,1.0
7600,UNIDAD DE SERVICIOS DE SALUD EL CARMEN - MATERNO INFANTIL,900958564,Pública,3.0,SALAS,Partos,1.0
7601,UNIDAD DE SERVICIOS DE SALUD CANDELARIA I,900958564,Pública,3.0,SALAS,Partos,1.0
7602,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,900958564,Pública,3.0,SALAS,Partos,1.0
7603,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,900958564,Pública,3.0,SALAS,Procedimientos,1.0
7604,UNIDAD DE SERVICIOS DE SALUD USME,900958564,Pública,3.0,SALAS,Partos,1.0
7605,UNIDAD DE SERVICIOS DE SALUD SANTA LIBRADA I,900958564,Pública,3.0,SALAS,Partos,1.0
7606,UNIDAD DE SERVICIOS DE SALUD SANTA LIBRADA I,900958564,Pública,3.0,SALAS,Procedimientos,1.0
7607,UNIDAD DE SERVICIOS DE SALUD SAN JUAN DE SUMAPÁZ,900958564,Pública,3.0,SALAS,Partos,1.0
7608,UNIDAD DE SERVICIOS DE SALUD NAZARETH,900958564,Pública,3.0,SALAS,Partos,1.0
7609,Unidad de Servicios de Salud Mental Floralia,900959048,Pública,3.0,SALAS,Procedimientos,1.0
7610,Unidad de Servicios de Salud 71 Patio Bonito,900959048,Pública,3.0,SALAS,Procedimientos,1.0
7611,Unidad de Servicios de Salud 36 Asunción Bochica,900959048,Pública,3.0,SALAS,Procedimientos,1.0
7612,Unidad de Servicios de Salud Bosa,900959048,Pública,3.0,SALAS,Procedimientos,1.0
7613,Unidad de Servicios de Salud Fontibón,900959048,Pública,3.0,SALAS,Partos,1.0
7614,Unidad de Servicios de Salud Pablo VI Bosa,900959048,Pública,3.0,SALAS,Partos,1.0
7615,Unidad de Servicios de Salud Cabañas,900959048,Pública,3.0,SALAS,Procedimientos,1.0
7616,Unidad de Servicios de Salud El Porvenir,900959048,Pública,3.0,SALAS,Procedimientos,1.0
7617,Unidad de Servicios de Salud José María Carbonell,900959048,Pública,3.0,SALAS,Procedimientos,1.0
7618,Unidad de Servicios de Salud Laureles,900959048,Pública,3.0,SALAS,Procedimientos,1.0
7619,Unidad de Servicios de Salud Olarte,900959048,Pública,3.0,SALAS,Procedimientos,1.0
7620,Unidad de Servicios de Salud Piamonte,900959048,Pública,3.0,SALAS,Procedimientos,1.0
7643,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,,SALAS,Partos,1.0
7644,UNIDAD MEDICA CLINICA MADRE BERNARDA,860028947,Privada,,SALAS,Procedimientos,1.0
7649,SONRIA CLINICA DENTAL,830028950,Privada,,SALAS,Quirófano,1.0
7650,PROFAMILIA,860013779,Privada,,SALAS,Quirófano,1.0
7651,PROFAMILIA,860013779,Privada,,SALAS,Procedimientos,1.0
7658,ESTUDIO E INVERSIONES MEDICAS ESIMED S.A,800215908,Privada,,SALAS,Procedimientos,1.0
7666,LINDE COLOMBIA S.A. - AGENCIA CARTAGENA,860005114,Privada,,CAMAS,Adultos,1.0
7684,SINERGIA SALUD ATENCION BASICA SANTA LUCIA,900363673,Privada,,SALAS,Procedimientos,1.0
7689,MEDICARTE AGENCIA CARTAGENA,900219866,Privada,,SALAS,Procedimientos,1.0
7701,DENTIX CRA 2. CARTAGENA,900759454,Privada,,SALAS,Procedimientos,1.0
7808,SERVICIO CARDIOLOGICO DEL LLANO CHIQUINQUIRA,844002258,Privada,,SALAS,Procedimientos,1.0
7812,RTS SUCURSAL DUITAMA,805011262,Privada,,SALAS,Procedimientos,1.0
7815,IPS ESIMED DUITAMA,800215908,Privada,,SALAS,Procedimientos,1.0
7892,RTS SUCURSAL SOGAMOSO,805011262,Privada,,SALAS,Procedimientos,1.0
7912,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA TUNJA,860013779,Privada,,SALAS,Quirófano,1.0
7913,SANANDO SALAS DE CIRUGIAS,820002596,Privada,,SALAS,Quirófano,1.0
