,direccion,clase_de_prestador,nit_ips,codigo_de_habilitacion,id_ips,nombre_ips,longitud_ips,latitud_ips
2178,CLL 26 NO. 24 34 PIS 2 CONS 1 Y 2,Instituciones - IPS,860043998,110010735716,549,OPTICENTRO INTERNACIONAL SUPERMERCADO CL. 26,-74.0773371800069,4.622253319731507
2181,AK 19 # 114 87,Instituciones - IPS,860514752,110010795001,554,INSTITUTO DE ORTOPEDIA Y CIRUGIA PLASTICA SAS,-74.05043695994067,4.697706250243506
2183,AC 127 # 21 60 CS 101,Instituciones - IPS,800169802,110010832601,556,OSTRAUMA LTDA,-74.05245103041837,4.7070249801480815
2184,DG 54 # 16 A 16,Instituciones - IPS,800227072,110010822201,558,CLINICA MATERNO INFANTIL EUSALUD,-74.06868436015357,4.642465830032938
2188,CALLE 67 # 10 - 27,Instituciones - IPS,860007336,110010817102,566,CLINICA INFANTIL COLSUBSIDIO,-74.06108623969888,4.65211829006517
2193,AK 19 No. 100-88,Instituciones - IPS,800149169,110010857501,581,IPS CLINICA JOSE A RIVAS S.A. OTORRINOLARINGOLOGIA,-74.05152383968776,4.687231600411793
2198,Calle 45 C No. 22-02,Instituciones - IPS,860006745,110010895201,609,CLINICA PALERMO,-74.07388487980985,4.636174339850413
2199,CL 80 BIS # 94 K 40,Instituciones - IPS,860013779,110010899502,611,"ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA ""PROFAMILIA""",-74.1085854598473,4.707357859775821
2201,KR 17 No. 39B - 04,Instituciones - IPS,800074904,110010918501,627,CLINICA SANTA CATALINA,-74.07078707009529,4.628904120341889
2202,KR 70 C #115 A 15,Instituciones - IPS,800149384,110010918604,631,CLINISANITAS MORATO,-74.07204376017717,4.698928079636221
2203,AK 45 No. 108 a 50 PISO 3,Instituciones - IPS,800149384,110010918605,632,CLINISANITAS DIAGNOSTICO,-74.05506955030131,4.69605412976604
2204,CRA 21 # 40 77,Instituciones - IPS,800149384,110010918606,633,ODONTOSANITAS,-74.07390677983817,4.631173989923602
2205,CRA 45 No 93-79,Instituciones - IPS,800149453,110010917807,640,CASTELLANA CPO,-74.05869255016525,4.681476120233066
2209,AK 45 # 123 - 60/24,Instituciones - IPS,830018305,110010919901,649,JAVESALUD SANTA BARBARA,-74.05359635006627,4.705061379776856
2210,Calle 134 No. 7B-83 of. 513-514-515-516-517 y 411,Instituciones - IPS,830023136,110010962901,650,LASER CENTER S.A,-74.03210385955136,4.712466790126343
2211,"AC 127 No. 16A - 27 CS 410,411,416,417,501,502,507,508,509,510,511",Instituciones - IPS,830043220,110010965101,651,FOQUS IPS SAS,-74.04495855992594,4.704207049695995
2214,CALLE 45 A # 27 20,Instituciones - IPS,830103663,110010961201,660,CENTRO DE ESPECIALIDADES MEDICO QUIRURGICAS LTDA,-74.07758500004097,4.6349898100828675
2215,CARRERA 11 D N 119-21,Instituciones - IPS,830104410,110010966701,661,EVOLUTION MEDICAL CENTER,-74.03856191011265,4.698652229939038
2217,CL 50 # 9 67,Instituciones - IPS,860002541,110010936101,664,CLINICA DE MARLY,-74.06506208972162,4.636624950232704
2218,CL 50 # 9 16,Instituciones - IPS,860002541,110010936103,665,SERVICIO DE RESONANCIA MAGNETICA,-74.06451880031588,4.637409059640654
2219,"CALLE 50 # 7 36, PISO 7, PISO 5, PISO 2 CONSULTORIOS 2, 3, 5",Instituciones - IPS,860002541,110010936105,666,CLINICA DE MARLY S.A,-74.06397051987042,4.636920239627493
2220,CRA 7 # 40 62,Instituciones - IPS,860015536,110010945601,668,HOSPITAL UNIVERSITARIO SAN IGNACIO,-74.06429083035465,4.628459450401097
2223,KR 13 B # 161 85,Instituciones - IPS,800180553,110011025101,678,FUNDACION NEUMOLOGICA COLOMBIANA,-74.03440922043804,4.740787460221625
2224,CL 35 # 24 32,Instituciones - IPS,800201018,110011048801,679,CLINICA VASCULAR DE BOGOTA,-74.0759487699549,4.625142430397607
2225,KR 99 # 20 C 61,Instituciones - IPS,800216958,110011115802,680,ASISTIR SALUD SAS FONTIBON,-74.1411807302186,4.675984280406174
2226,CARRERA 8 N° 17-44 SUR ENTRADA 3 PISO 1,Instituciones - IPS,805011262,110010683406,681,RTS AGENCIA SAN RAFAEL,-74.0902814702631,4.575976670104537
2232,CALLE 58 A # 37 10,Instituciones - IPS,860066191,110011005802,699,CLINICA FEDERMAN,-74.08143181964954,4.649830459785392
2233,KR 36 # 25 C 15,Instituciones - IPS,860066191,110011005806,702,CLINICA FUNDADORES,-74.08546018967535,4.6312619898882925
2238,Diagonal 82 BIS No. 85 -90,Instituciones - IPS,830007355,110010994106,723,FRESENIUS MEDICAL CARE COLOMBIA S.A UNIDAD RENAL EL DORADO,-74.12458336989262,4.682243849923137
2240,KR 69 C # 99 - 45,Instituciones - IPS,800149384,110010918622,726,LABORATORIO CENTRAL DE REFERENCIA,-74.0748067004117,4.6934888596284665
2241,KR 17 No. 109-47,Instituciones - IPS,830130407,110011240801,732,RADA AESTHETIC Y SPA,-74.04709498992851,4.694146520220578
2242,CRA 12 No. 98 - 38,Instituciones - IPS,830027158,110011243701,733,RIESGO DE FRACTURA S.A.,-74.04579187042116,4.682182059592432
2244,AK 19 114 92,Instituciones - IPS,830128856,110011275107,742,IPS SANTA BARBARA,-74.04985347990912,4.697629550098778
2245,KR 13 # 8 09 SUR,Instituciones - IPS,830128856,110011275114,744,IPS CIUDAD BERNA I,-74.09266505015651,4.586960700261705
2250,AC 134 # 7 B 41,Instituciones - IPS,830138802,110011292201,756,CLINICA UNIVERSITARIA EL BOSQUE,-74.0309629802759,4.71148300005024
2252,AV CARACAS # 48 32 SUR,Instituciones - IPS,800003765,110010952308,763,VIRREY SOLIS I.P.S S.A SANTA LUCIA,-74.1259121704373,4.568685600039157
2258,AV LAS AMERICAS # 66 A 27,Instituciones - IPS,800003765,110010952310,787,VIRREY SOLIS I.P.S S.A. AMERICAS,-74.12136535032167,4.627661320055992
2259,AV 15 # 123 - 30 LC 2 PI 1 BL 5,Instituciones - IPS,860037950,110010561805,792,FUNDACION SANTA FE DE BOGOTA - CENTRO DE ATENCION PRIORITARIA,-74.04115094998289,4.702134470042189
2260,CL 67 # 10 06,Instituciones - IPS,860066942,110010733506,798,COMPENSAR UNIDAD DE SERVICIOS CALLE 67,-74.0605775596861,4.652369859929312
2262,CL 75 # 13 37,Instituciones - IPS,860043998,110010735719,804,OPTICENTRO INTERNACIONAL CALLE 75,-74.05914455995836,4.66114978989256
2264,AVENIDA CALLE 127 No 20-78 CONSULTORIOS 201-202-203 Y 204,Instituciones - IPS,800149384,110010918629,813,UNIDAD RENAL SANITAS,-74.03210385955136,4.712466790126343
2271,"Calle 119 # 7- 74 Piso 2- Consultorio 1,2,3 y 4",Instituciones - IPS,860037950,110010561806,826,CENTRO DE ESTUDIOS E INVESTIGACIONES EN SALUD,-74.03283314962825,4.696457609872594
2276,KR 106 # 15 A 25,Instituciones - IPS,860007336,110010817115,846,CENTRO MEDICO COLSUBSIDIO ZONA FRANCA,-74.16076575961877,4.673726720112865
2284,CL 139 No. 94-55 PI 1-5-6,Instituciones - IPS,860066942,110010733508,874,UNIDAD DE SERVICIOS SUBA,-74.08741555974079,4.737463229888946
2290,KR 24 # 85A 41,Instituciones - IPS,900021437,110011610201,897,INNOVATION MEDICAL CENTER LTDA,-74.06294744027143,4.673791679756149
2291,AV KR 20 No 80 - 91,Instituciones - IPS,900078685,110011610701,898,SOCIEDAD ONCOLOGICA ONCOCARE LTDA. SIGLA ONCOCARE LTDA,-74.06086288977318,4.668410560406525
2292,Calle 83 # 16a 44 Consultorio303,Instituciones - IPS,900096797,110011606901,899,Centro de Dermatologia y Cirugia Dermatologica del Country CDCD LTDA,-74.05703557977593,4.668343600086108
2293,"CL 23 No. 66 - 46 Int. 5, Int.4. Piso 3 CN 201, 202, 203, 204, 205, 206, 208, 511, 512, 513, 514, 704, 708, 712, 719, 720, 721, 722, 723, 725, 727, 814, 911, 920, 921, 927, 1009, 1013, 1214, 301, 305, 320, 919 UN 103",Instituciones - IPS,800149384,110010918630,901,CLINICA UNIVERSITARIA COLOMBIA,-74.10640329032543,4.64804106970914
2294,KR 52 # 67 A 71,Instituciones - IPS,900098476,110011613301,903,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,-74.07897204016216,4.665141070347072
2300,KR 30 # 2 31,Instituciones - IPS,830128856,110011275122,924,IPS VERAGUAS,-74.1020910796193,4.602576840395229
2307,KR 13 # 27 47,Instituciones - IPS,860007336,110010817121,957,CONSULTORIO DE EMPRESA AV VILLAS Y BANCO DE OCCIDENTE,-74.07101383002582,4.614649049869194
2308,CL 36 # 7 47 PI 3,Instituciones - IPS,860007336,110010817122,958,CONSULTORIO DE EMPRESA BANCO DE BOGOTA,-74.06737001978999,4.623381439622632
2310,CRA 16 N° 84A-09 CS 505,Instituciones - IPS,900085600,110011697101,974,"PREVENCIÓN, ATENCIÓN E INVESTIGACIÓN EN SALUD LTDA, PAIS",-74.05643813992486,4.669929490186875
2313,DIAGONAL 115A No. 70 C 30,Instituciones - IPS,860006656,110010644702,981,FUNDACIÓN ABOOD SHAIO,-74.07259231999868,4.698787080354261
2322,AC 26 # 51-50 Piso 1,Instituciones - IPS,860066942,110010733517,1007,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL REGISTRADURIA NACIONAL,-74.09446439992512,4.642677019570002
2323,KR 7 No. 6C-54 P3 CS 1,Instituciones - IPS,860066942,110010733519,1009,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL MINISTERIO DE HACIENDA DIAN,-74.07731458019099,4.593911759664639
2324,DG 25 G No. 94-55,Instituciones - IPS,860066942,110010733520,1010,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL CHALLENGER S.A.,-74.122341430065,4.677944369627591
2328,Carrera 24 C No 48-94 Sur Piso 3 Centro Comercial Ciudad Tunal,Instituciones - IPS,800149384,110010918637,1024,UAP PREMISALUD,-74.13032355964238,4.577896759815052
2329,CARRERA 13 #55-28,Instituciones - IPS,860015905,110010572504,1025,CENTRO AMBULATORIO SAN RICARDO PAMPURI,-74.0643992902471,4.64241511996577
2340,CLL 26 No 32-23 PISO 5,Instituciones - IPS,830027558,110010231709,1049,SEDE AV EL DORADO SALUD VISUAL,-74.08231392034278,4.628667110037542
2341,CL 136 # 17 A 73,Instituciones - IPS,860066191,110011005811,1052,CENTRO MEDICO MEDICOS ASOCIADOS NUEVO NORTE,-74.04521517985654,4.720030790084994
2345,KR 7 No.21-24 Piso 5,Instituciones - IPS,860066942,110010733523,1066,CAJA DE COMPENSACION FAMILIAR COMPENSAR / CONSULTORIO EMPRESARIAL PERSONERIA DE BOGOTA,-74.07055380995537,4.606988259776425
2365,KR 69 # 170 - 40,Instituciones - IPS,900188194,110011809001,1141,CLINICA CAMPO ABIERTO,-74.06317576955877,4.759255720111459
2371,KR 13 # 48-47,Instituciones - IPS,860013570,110010559712,1151,Centro de Atención en Salud Cafam Calle 48,-74.06624133963611,4.6357741397773555
2373,CL 39 N° 14-34,Instituciones - IPS,860066942,110010733528,1158,CAJA DE COMPENSACION FAMILIAR COMPENSAR / SEDE CLINICA MAGDALENA,-74.0692003497578,4.627057909669885
2374,KR 78 G # 37 22 SUR,Instituciones - IPS,900116722,110011709302,1161,MISION SALUD INTERNACIONAL SAS - KENNEDY,-74.15222941981675,4.622639779585095
2381,AV CARACAS No 49 83,Instituciones - IPS,800003765,110010952313,1190,VIRREY SOLIS IPS S.A CHAPINERO,-74.0669376103381,4.63643411972923
2386,DG 46 # 20 84,Instituciones - IPS,900224358,110011890901,1214,GOLDEN CLINIC S.A.,-74.07273464997061,4.636999190217149
2391,CL 122 # 23 28,Instituciones - IPS,900211766,110011907901,1232,PRAGMA COLOMBIA MEDICINA ALTAMENTE ESPECIALIZADA,-74.05359194023654,4.702696639686095
2394,CL 23 No. 66 - 46 INTERIOR 4 CONSULTORIO 1123,Instituciones - IPS,830014121,110010401402,1240,PMA CLINICA COLOMBIA,-74.10640329032543,4.64804106970914
2396,CALLE 77 # 13 35,Instituciones - IPS,800065396,110010240417,1246,IDIME SEDE LAGO CALLE 77,-74.05789900988431,4.662697209954267
2402,KR 49 # 98 A 18,Instituciones - IPS,800149453,110010917809,1271,CALLE 98,-74.06077298997279,4.686697000173688
2406,"Cra. 22 Nº 100-24 piso 1,piso 3 consultorios 1,2,3 y 7",Instituciones - IPS,900225646,110011947901,1280,SANTA BARBARA SURGICAL CENTER S.A.S,-74.05496986964411,4.686931119657876
2409,TV 60 No. 115 - 58 TO B PI 1,Instituciones - IPS,800003765,110010952316,1288,VIRREY SOLIS IPS S.A - ILARCO,-74.06931673009612,4.699264549688073
2413,TRANSVERSAL 3 No. 49-00 HOSPITAL MILITAR CENTRAL PISO CUARTO ALA NORTE UNIDAD RENAL.,Instituciones - IPS,805011262,110010683411,1297,RTS AGENCIA HOSPITAL MILITAR CENTRAL,-74.06213823966013,4.63562550994148
2414,AV CARACAS # 34 47,Instituciones - IPS,804014839,110011962901,1298,INSTITUTO DEL CORAZON DE BOGOTA,-74.0696095602175,4.62354667976186
2423,KR 58 No. 10-76,Instituciones - IPS,860066942,110010733531,1327,CAJA DE COMPENSACION FAMILIAR COMPENSAR / CONSULTORIO EMPRESARIAL BAYER S.A.,-74.11318746975904,4.628764790325862
2433,CLL 92 N. 15-16 OF. 201,Instituciones - IPS,900252836,110012001201,1351,CENTRO LASER DE ENFERMEDADES VENOSAS SAS,-74.05240291036354,4.67628027043473
2435,KR 72 BIS # 73 - 96,Instituciones - IPS,830128856,110011275132,1353,CENTRO MÉDICO FAMILIAR SANTA MARÍA DEL LAGO,-74.09404597993712,4.689699250382106
2436,CR 78 # 5 - 25,Instituciones - IPS,830128856,110011275135,1356,CENTRO MÉDICO FAMILIAR MANDALAY,-74.14525089975288,4.629049820099858
2437,AC 22 SUR # 29 62,Instituciones - IPS,830128856,110011275137,1358,CENTRO MEDICO FAMILIAR AV 1 DE MAYO SEDE II,-74.1101743900404,4.5915543302603234
2445,AK 14 No. 40A- 04,Instituciones - IPS,860005114,110011509902,1401,LINDE COLOMBIA AGENCIA REMEO CENTER BOGOTA,-74.0682379998653,4.6279900397597356
2450,KR 7 # 40 62 Piso 2,Instituciones - IPS,830018305,110010919908,1423,JAVESALUD CENTRO DE ASESORIA PSICOLOGICA,-74.06501040964332,4.628118890327861
2452,AC 26 # 68 B 70 PS 1,Instituciones - IPS,860066942,110010733532,1426,CAJA DE COMPENSACION FAMILIAR COMPENSAR CONSULTORIO EMPRESARIAL EL TIEMPO,-74.10466400012008,4.657760640309536
2453,KR 14 96 -22,Instituciones - IPS,800149384,110010918646,1430,CLINISANITAS CALLE 96,-74.04844703977108,4.681261290353163
2454,TV 78 H No. 41C-48 SUR piso 4,Instituciones - IPS,800065396,110010240422,1431,IDIME COMPENSAR KENNEDY,-74.15845564035604,4.615737469889209
2461,KR 49 No 98 A 28,Instituciones - IPS,800003765,110010952317,1455,VIRREY SOLIS IPS.S.A. CALLE 98,-74.06075371033016,4.686812940338549
2462,KR 53 # 100 50,Instituciones - IPS,900328772,110012078701,1456,CLINICA GENERAL DE LA 100 SAS Y PODRA ANUNCIARSE CON LAS SIGLAS CLINI100 SAS,-74.06248387994042,4.689011530088376
2463,CALLE 77 No. 73A-10,Instituciones - IPS,800085486,110010802406,1458,LABORATORIO CLINICO PARTENON SEDE PRINCIPAL,-74.09260778974367,4.693921790401134
2464,"Carrera 23 No. 45C- 31 Laboratorio Clinico Local 102- Unidad de Cirugia Ambulatoria Local 108- Unidad de Endoscopia Local 109- Consulta externa Locales 203, 203A, 204, 205, 206, 206A, 207, 208, 208A,209 y 210",Instituciones - IPS,860006745,110010895204,1462,CLINICA PALERMO CARRERA 23,-74.07421589012743,4.636351780078941
2468,CR. 50 No 95-94,Instituciones - IPS,900033752,110011507009,1472,OFTALMOHELP APOYO DIAGNOSTICO OFTALMOLOGICO,-74.0615816497983,4.6850089999083355
2469,CL 18 A No. 69 B - 24 PI 1,Instituciones - IPS,860066942,110010733537,1475,CAJA DE COMPENSACION FAMILIAR COMPENSAR / CONSULTORIO EMPRESARIAL PEPAL S.A.,-74.12114534033218,4.648437669743503
2471,AK 45 No. 102 30,Instituciones - IPS,800003765,110010952319,1478,VIRREY SOLIS IPS S.A CALLE 102,-74.05625859005578,4.688807480253321
2484,CALLE 33 BIS NO 15-50,Instituciones - IPS,830090073,110010315503,1534,CENTRO DE CUIDADO INTERMEDIO,-74.07107456961377,4.621739770097656
2489,Calle 31 No. 13A 51 Of 318,Instituciones - IPS,900277244,110012136101,1545,Helpharma Bavaria,-74.07079112958206,4.617822890036073
2492,AC 145 No 85 - 52 LC 2,Instituciones - IPS,860066942,110010733540,1549,UNIDAD DE SERVICIOS SUBA 2,-74.0816156401095,4.737604280401858
2496,Cll 134 Nº 7B - 83 CS 920,Instituciones - IPS,900352592,110012151201,1573,CARLOS EDUARDO RANGEL GALVIS S.A.S,-74.03207532995624,4.711859999597484
2498,CARRERA 19C No. 90-14 401,Instituciones - IPS,900377327,110012152501,1581,DR ALVARO ACOSTA DE HART IPS SAS,-74.05723193981893,4.676863749908213
2499,KR 45 No. 104A-67,Instituciones - IPS,800233471,110010548020,1584,SEDE 104 CON AUTOPISTA,-74.05664092022721,4.69280293009388
2504,CALLE 48 N°13-86,Instituciones - IPS,900374337,110012165701,1595,BIOMAB I P S SAS SIGLA BIOMAB I P S,-74.06670717000985,4.635595210392198
2510,KR 78 K No 33 A - 39 SUR Pl 2,Instituciones - IPS,860066942,110010733541,1605,SEDE UNIDAD MEDICA SANTAFE KENNEDY,-74.14758235041036,4.624219169885653
2511,Avenida. Carrera 45 No. 168 - 67,Instituciones - IPS,900394071,110012175701,1609,CLINICA COLOMBIANA DE ORTODONCIA YABA S.A.S N.1,-74.04729930994324,4.750162659659939
2515,AK 30 No. 4A-68,Instituciones - IPS,800233471,110010548024,1618,SERVIOFTALMOS SEDE SANTA ISABEL,-74.09915740019198,4.60450386964555
2517,CARRERA 16 No 84A - 09 Cons 321 y 322,Instituciones - IPS,830005028,110010959907,1627,DEPARTAMENTO DE IMAGENES DIAGNOSTICAS CLINICA DEL COUNTRY 2,-74.05643813992486,4.669929490186875
2518,DIAGONAL 16 N° 104 - 51 LOCAL 14 EXITO FONTIBON,Instituciones - IPS,900033752,110011507012,1632,OPTICA UNIVER FONTIBON,-74.1520005901678,4.670979229862837
2519,Calle 91 # 47-36,Instituciones - IPS,830103663,110010961203,1633,CENTRO DE ESPECIALIDADES MEDICO QUIRURGICAS,-74.06094568030638,4.679011690364461
2522,AV 1 DE MAYO No. 19-09 SUR PISO 2 local 204,Instituciones - IPS,900394071,110012175702,1642,CLINICA COLOMBIANA DE ORTODONCIA - YABA SEDE RESTREPO,-74.10429149033133,4.583118140396898
2523,AK 10 N°16-29 SUR,Instituciones - IPS,900413988,110012208201,1653,IPS DE LAS AMERICAS,-74.09271280010543,4.578803750115367
2524,Avenida Caracas No. 49-83 Primer Piso Consultorio 113,Instituciones - IPS,800149453,110010917814,1655,CHAPINERO CPO,-74.06693973036217,4.637257690302247
2526,Calle 36 Sur No 77 - 33,Instituciones - IPS,830507718,110012215001,1659,MEDICAL PRO&NFO S.A.S.,-74.14968268969807,4.621803729900488
2534,CL 63 No. 28 - 42 PI 1 Y PI 2,Instituciones - IPS,860066942,110010733542,1692,SEDE CENTRAL DE PROCESAMIENTO DE LABORATORIO CLINICO,-74.07632016044283,4.652067720367925
2543,CALLE 152 # 53 A 05 PISO 3,Instituciones - IPS,860007336,110010817142,1719,SALUD PREFERENCIAL MAZUREN,-74.05460332017728,4.73502046016168
2544,AV CARACAS CARRERA 14 No.38-34,Instituciones - IPS,900106018,110012257701,1720,GAVAVISION UNIDAD DE ESPECIALISTAS SUCURSAL BOGOTA,-74.07890916977036,4.604576630253471
2559,TRANSVERSAL 16A No. 45D-32,Instituciones - IPS,860010783,110010752105,1762,SEDE B,-74.07071997043515,4.634054509727534
2572,KR 19 A # 76 34,Instituciones - IPS,800049104,110012329301,1804,COLMEDICOS BOGOTA,-74.06026489027168,4.6640339001647435
2574,Calle 97#23-10,Instituciones - IPS,900485519,110012337101,1809,CLINICA VIP CENTRO DE MEDICINA INTERNACIONAL,-74.05657302016814,4.6849473297940065
2577,Carrera 13 No. 48 - 91 Local 4 y 5,Instituciones - IPS,900496641,110012347101,1823,CLINICOS PROGRAMAS DE ATENCION INTEGRAL SAS IPS,-74.07228332020219,4.6289522598324915
2580,CL 119 # 7-14 PI 9,Instituciones - IPS,900452020,110012356601,1829,CLINICA EUGIN,-74.03217476986494,4.696330549901459
2586,Calle 46 A No. 85 A - 51 Lc 10,Instituciones - IPS,900407148,110012384502,1845,LAFAM OPTICAS,-74.11675321998995,4.677013269936836
2587,Calle 19 No 9 - 09,Instituciones - IPS,900407148,110012384504,1847,LAFAM OPTICAS,-74.07333702965741,4.606173079875019
2588,AC 100 No. 18 A 78,Instituciones - IPS,900407148,110012384506,1849,LAFAM OPTICAS,-74.05174096967846,4.686287909772243
2589,Calle 67 No 9 - 86,Instituciones - IPS,900407148,110012384509,1852,LAFAM OPTICAS,-74.0603524301978,4.65230053971412
2590,Carrera 92 No 60 - 90 Sur Lc 18,Instituciones - IPS,900407148,110012384510,1853,LAFAM OPTICAS,-74.1936456297468,4.630270330061148
2591,Ak 19 No 140 - 49,Instituciones - IPS,900407148,110012384512,1855,LAFAM OPTICAS,-74.04650399009972,4.724004770411159
2592,Trv 55 No 98 a - 66 Lc 103,Instituciones - IPS,900407148,110012384513,1856,LAFAM OPTICAS,-74.06424155955794,4.687950590266833
2593,Kr 68 B No 24 - 39 Lc 1-23,Instituciones - IPS,900407148,110012384518,1861,LAFAM OPTICAS,-74.10994621975485,4.653400850262307
2594,Ak 86 No 19A - 50 Lc 31-32,Instituciones - IPS,900407148,110012384521,1864,LAFAM OPTICAS,-74.13177275958796,4.662363940181248
2595,Calle 72 No 10 - 34 Lc 102,Instituciones - IPS,900407148,110012384522,1865,LAFAM OPTICAS,-74.05790181981452,4.6574285303589225
2600,calle 17 sur n 16 - 69,Instituciones - IPS,900429381,110012390101,1874,DENTISALUD RESTREPO-GRUPO EMPRESARIAL SEVILLA SAS,-74.0794261403349,4.608274059908819
2604,CLL 110 N° 9-25,Instituciones - IPS,900363673,110012400401,1887,UNIDAD INTEGRAL EN SALUD BOGOTA,-74.03880022956427,4.690824890446884
2606,AC 127 # 15 A 55 PI 1 SEMISOTANO CS 2,Instituciones - IPS,860066942,110010733544,1894,SEDE UNIDAD MEDICA SANTAFE UNICENTRO,-74.0441767399645,4.703911019576447
2613,AK 72 No 80 94 LC 1031,Instituciones - IPS,860043998,110010735736,1912,Opticentro Internacional Titan Plaza,-74.08626332037026,4.694822319891567
2618,calle 122 No 7A - 53,Instituciones - IPS,800227333,110010452902,1920,NATALE Centro Latinoamericano de Fertilidad,-74.03178999986919,4.698504609883564
2619,Calle 134 No. 7-83 modulo 211 ( Torre 2 piso 1 modulo 1) y modulo 212 ( Torre 2 piso 1 modulo 2),Instituciones - IPS,860013570,110010559726,1921,Centro de Atención en Salud Cafam El Bosque,-74.03016522959122,4.711836589832858
2620,TV° 55 N°98A - 66 LC 214,Instituciones - IPS,900033752,110011507015,1922,OPTICA UNIVER ISERRA 100,-74.06424155955794,4.687950590266833
2644,CL 36 NO. 28 - 42/ 50,Instituciones - IPS,800251440,110012482604,2002,UNIDAD DE ATENCION PRIMARIA SOLEDAD,-74.07742565957082,4.625759240125218
2648,Carrera 80 # 172 A-69,Instituciones - IPS,830100595,110010875402,2010,CAMPONUEVO CISNE 2,-74.06937630995904,4.765189359628907
2650,AK. 45 N. 145 - 64 P2,Instituciones - IPS,860066942,110010733545,2018,SEDE SAMU 145,-74.04954418007533,4.727631039892071
2659,CALLE 127B No.46-18,Instituciones - IPS,900566930,110012500301,2038,UNIDAD DE CUIDADOS PALIATIVOS PRESENTES S.A.S,-74.05572134990514,4.709851589690556
2663,CALLE 167 No 72-07,Instituciones - IPS,900582598,110012507001,2049,ADMINISTRADORA CLINICA LA COLINA SAS,-74.06551040025236,4.750223730444515
2683,CL 22 No. 6 - 27 P2,Instituciones - IPS,860066942,110010733547,2102,CONSULTORIO EMPRESARIAL INSTITUTO DE DESARROLLO URBANO,-74.07021891981407,4.607363380379355
2684,CALLE 16 16-80,Instituciones - IPS,900613550,110012544101,2104,CLINICA SAN FRANCISCO DE ASIS S.A.S,-74.08030744961238,4.60802036029703
2685,AUTOP NORTE No. 103- 60 PI 3,Instituciones - IPS,860066942,110010733548,2112,CONSULTORIO EMPRESARIAL DIRECTV,-74.05621474957496,4.690189829651064
2688,CL 18 A No. 1 - 33 ES - PI 2 - CS 205,Instituciones - IPS,860066942,110010733549,2126,CONSULTORIO EMPRESARIAL UNIVERSIDAD DE LOS ANDES,-74.06609829999509,4.601238260171773
2689,KR 13 A 35 38 Piso 5 Edificio torre B-35,Instituciones - IPS,860007336,110010817147,2128,CONSULTORIO DE EMPRESA BANCO DE BOGOTA 2,-74.06825412013306,4.623526090222103
2690,CARRERA 24 No. 53-73 LOCAL 219,Instituciones - IPS,800233471,110010548027,2133,CENTRO DE DIAGNOSTICO PLAZA 54,-74.07391959969559,4.642260890103557
2697,Calle 119 No. 7-90,Instituciones - IPS,860037950,110010561810,2145,EL INSTITUTO DE ONCOLOGIA CARLOS ARDILA LULLE,-74.03308562024054,4.696551880389845
2698,AC 26 # 68 B 70,Instituciones - IPS,860007336,110010817148,2146,CONSULTORIO DE EMPRESA EL TIEMPO,-74.10466400012008,4.657760640309536
2711,CL 16 SUR NO. 24 19 P 2,Instituciones - IPS,900116722,110011709307,2165,MISION SALUD INTERNACIONAL SAS - RESTREPO,-74.1017171397126,4.587742719930091
2714,Cr 68 # 19 - 51,Instituciones - IPS,805002036,110012575402,2175,Unidad de salud ocupacional sur,-74.11234273987994,4.644014639582465
2715,Calle 2 N° 28 06,Instituciones - IPS,900618967,110012598001,2181,Soluciones Integrales en Salud AURUM MEDICAL SAS,-74.10014579044794,4.600903620095137
2718,"Avenida Calle 26 No. 69C-03 Ofc. 3-01,5-01 T. A y Of 3-01 T. B",Instituciones - IPS,830001007,110010403509,2197,CENTRO MEDICO COLMEDICA SEDE SALITRE CAPITAL,-74.10885858991449,4.660061700399562
2719,CARRERA 13 No. 50A-04,Instituciones - IPS,860002541,110010936108,2200,CLINICA DE MARLY - REHABILITACION,-74.065109650126,4.6374515997759325
2721,"Av. Carrera 45 No.145-64 Consultorio No.205, Segundo Piso.",Instituciones - IPS,860013874,110010825803,2203,SEDE NORTE,-74.0499315902197,4.727769820241979
2724,"Av. Carrera 68 No. 68b-31. Primer piso, consultorio 106",Instituciones - IPS,860013874,110010825805,2216,SEDE AVENIDA 68,-74.09500128973275,4.681180999965119
2728,Cra. 49 No 93 -46,Instituciones - IPS,900496641,110012347104,2242,CLINICOS PROGRAMAS DE ATENCIÓN INTEGRAL S.A.S IPS,-74.06166734009324,4.681362199917225
2733,Calle 35 # 14-58,Instituciones - IPS,804014839,110011962902,2259,Sede Ambulatoria Corazón Sano,-74.06987632033102,4.6240518096164775
2736,CR 23 NO. 45 C - 31 P CONSULTORIOS 312-313-314-317-315 -,Instituciones - IPS,800251440,110012482613,2266,EPS SANITAS CENTRO MEDICO PALERMO,-74.07449821984144,4.6361588596939365
2740,Cra 71 127-11,Instituciones - IPS,900169766,110011766701,2274,SANESA UNIDAD QUIRURGICA Y ESTETICA,-74.07652853006286,4.710632799728141
2741,AC 63 # 9 A - 45,Instituciones - IPS,900363673,110012400403,2278,SINERGIA SALUD ATENCION BASICA LOURDES,-74.06209176981048,4.648850029680681
